time_s,command_frequency_Hz,command_electrical_angle_rad,mechanical_angle_raw_rad,rotor_angle_unwrapped_rad,phase_error_rad,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,torque_Nm,cmd_a,cmd_b,cmd_c,vab_V,vbc_V,vca_V
0.029,6.274999985,0.3187931140989093,1.6355572955060813,1.6355572955060813,-1.316764181407172,-3.508555830661787,3.508555830661787,0.0,19.45140785216801,-17.061039935956398,-19.33743417381642,48.66974731289327,-2.6321476615684207,1.0,-1.0,0.0,48.0,-3.4673818680777764,-44.53261813192223
0.0295,6.3458333174999995,0.33861787269156685,1.6597480822192978,1.6597480822192978,-1.3211302095277309,-2.2520953259484977,2.2520953259484977,0.0,19.237936845983267,-16.1953122000613,-19.304032761549067,48.13400549548249,-1.6578519435133108,1.0,-1.0,0.0,48.0,-3.174654915489949,-44.825345084510055
0.03,6.41666665,0.35866516076123584,1.6837313091909785,1.6837313091909785,-1.3250661484297426,-0.9920679810990615,0.9920679810990615,0.0,19.12104933587923,-15.354503197512827,-19.30250875045672,47.83819853465029,-0.7149535903678217,1.0,-1.0,0.0,48.0,-2.8142181803600774,-45.18578181963992
0.0305,6.487499982499999,0.37893497830791617,1.7076247081426894,1.7076247081426894,-1.3286897298347733,0.26142794947637665,-0.26142794947637665,0.0,19.09725369581498,-14.530505638338372,-19.342173163739442,47.77286156634691,0.1840215528224855,1.0,-1.0,0.0,48.0,-2.3744528075222533,-45.62554719247775
0.031,6.558333315,0.3994273253316077,1.7315405460476698,1.7315405460476698,-1.3321132207160622,1.5000736320336723,-1.5000736320336723,0.0,19.161912154004575,-13.71362212215765,-19.428822539656654,47.925702887042995,1.0290036271961065,1.0,-1.0,0.0,48.0,-1.8470324444198836,-46.15296755558012
0.0315,6.6291666475,0.42014220183231055,1.7555843669220073,1.7555843669220073,-1.3354421650896966,2.7173959696807906,-2.7173959696807906,0.0,19.30945296296693,-12.893496376081494,-19.565604143940934,48.28222692353404,1.8124301698915852,1.0,-1.0,0.0,48.0,-1.2264175626163487,-46.773582437383645
0.032,6.69999998,0.44107960781002475,1.7798540458829095,1.7798540458829095,-1.3387744380728848,3.908732560872585,-3.908732560872585,0.0,19.53357095534239,-12.060032762074872,-19.75381880642502,48.82635569734684,2.5291862520119297,1.0,-1.0,0.0,48.0,-0.5094120969412206,-47.49058790305878
0.0325,6.7708333125,0.4622395432647501,1.8044391439830822,1.8044391439830822,-1.342199600718332,5.067925930692524,-5.074291129533428,0.006365198840904653,19.82736675666368,-11.204201482120563,-19.99356522005265,49.54092990800953,3.1733304883745292,1.0,-1.0,0.0,48.0,0.0,-48.0
0.033,6.841666645,0.4836220081964868,1.8294197045894833,1.8294197045894833,-1.3457976963929965,6.1572002285433225,-6.24906498544398,0.0918647569006577,20.181618911360555,-10.317778720141659,-20.282378619790343,50.403575470095404,3.7075842492681765,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0335,6.9124999775000004,0.5052270026052348,1.8548624329630912,1.8548624329630912,-1.3496354303578564,7.165162789881025,-7.445056550033438,0.27989376015241246,20.58381311140596,-9.393937196945217,-20.614514469224453,51.38448298403938,4.119042932390033,1.0,-1.0,0.0,48.0,0.0,-48.0
0.034,6.98333331,0.527054526490994,1.8808187485264465,1.8808187485264465,-1.3537642220354524,8.092468241073469,-8.665276956436651,0.5728087153631815,21.02061733844661,-8.42919583017175,-20.983491189370955,52.45275413088421,4.406450563088902,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0345,7.0541666425,0.5491045798537646,1.9073245838803088,1.9073245838803088,-1.3582200040265442,8.941751392432158,-9.91312755163382,0.9713761592016623,21.478272421429427,-7.423349187940925,-21.382267971586735,53.577418168018966,4.570428414197755,1.0,-1.0,0.0,48.0,0.0,-48.0
0.035,7.124999975,0.5713771626935464,1.9344004589540247,1.9344004589540247,-1.3630232962604782,9.717401502731821,-11.192019790740199,1.4746182880083767,21.942827323333272,-6.378747076457422,-21.80303713695831,54.72785933934395,4.613138033849566,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0355,7.195833307499999,0.5938722750103393,1.9620517475545032,1.9620517475545032,-1.3681794725441638,10.425390075409736,-12.505099051152465,2.0797089757427294,22.400452401013606,-5.299113866014283,-22.236923149281274,55.87415850618057,4.537930879613175,1.0,-1.0,0.0,48.0,0.0,-48.0
0.036,7.2666666399999995,0.6165899168041438,1.9902690924234074,1.9902690924234074,-1.3736791756192637,11.073162611382884,-13.855101813233855,2.78193920185097,22.83784655141757,-4.188078544118211,-22.673699086656594,56.987344630674656,4.348975942891867,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0365,7.3374999725,0.6395300880749594,2.0190289221877555,2.0190289221877555,-1.379498834112796,11.66958441631827,-15.244354296068135,3.5747698797498666,23.242724504662608,-3.047695853036456,-23.10163485354884,58.03954969448244,4.050859523082062,1.0,-1.0,0.0,48.0,0.0,-48.0
0.037,7.408333304999999,0.6626927888227865,2.0482940202728237,2.0482940202728237,-1.3856012314500372,12.224910721827804,-16.67489115652158,4.4499804346937735,23.60432878631684,-1.8773186411168787,-23.507568132409556,59.00406086603225,3.6481671710767465,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0375,7.4791666375,0.6860780190476247,2.0780140939213863,2.0780140939213863,-1.3919360748737617,12.75073713685606,-18.148640059533932,5.397902922677872,23.91386607633683,-0.6731971212364257,-23.87723949423101,59.85526960987343,3.145086687995517,1.0,-1.0,0.0,48.0,0.0,-48.0
0.038,7.54999997,0.7096857787494741,2.108126294475255,2.108126294475255,-1.3984405157257807,13.259882708602024,-19.667589525617334,6.40770681701531,24.16473492385411,0.5708954620349284,-24.19586698534576,60.5685315970954,2.545106960248987,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0385,7.6208333024999995,0.733516067928335,2.1385556523872284,2.1385556523872284,-1.4050395844588934,13.76616756690747,-21.23384264035015,7.467675073442681,24.35240915971885,1.8618876506544362,-24.44887073581358,61.11997411352108,1.850918539081821,1.0,-1.0,0.0,48.0,0.0,-48.0
0.039,7.691666635,0.7575688865842071,2.169215415773827,2.169215415773827,-1.4116465291896199,14.284069593933642,-22.849466106170336,8.565396512236694,24.473884309735407,3.2046191276121494,-24.62261554160344,61.48631611536396,1.0646330668041135,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0395,7.7624999675,0.7818442347170905,2.2000073209402577,2.2000073209402577,-1.4181630862231671,14.828274887612807,-24.516076871774832,9.687801984162025,24.526688331499695,4.598457714155532,-24.70503526326321,61.64479331444926,0.18841565659825843,1.0,-1.0,0.0,48.0,0.0,-48.0
0.04,7.8333333,0.806342112326985,2.2308218742449255,2.2308218742449255,-1.4244797619179406,15.413166580348738,-26.2341648944866,10.820998314137862,24.507592022572158,6.03399714263044,-24.686041907746826,61.57329692426095,-0.7744411609243191,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0405,7.9041666325,0.8310625194138911,2.2615387787590113,2.2615387787590113,-1.4304762593451201,16.052316236542595,-28.00222073887327,11.949904502330673,24.41129765128366,7.490641864500006,-24.557693867495924,61.25082938166919,-1.818078791112245,1.0,-1.0,0.0,48.0,0.0,-48.0
0.041,7.974999965,0.8560054559778083,2.292027683410901,2.292027683410901,-1.4360222274330925,16.758044012562195,-29.815804585182903,13.057760572620708,24.22948907637849,8.935836913001253,-24.314178208386092,60.658345299760015,-2.932474328888512,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0415,8.0458332975,0.8811709220187369,2.322149451004449,2.322149451004449,-1.440978528985712,17.54109564911106,-31.66673968788355,14.125644038772489,23.95063979745458,10.326442841042763,-23.95172160121417,59.779979255241834,-4.1020055596218725,1.0,-1.0,0.0,48.0,0.0,-48.0
0.042,8.116666630000001,0.9065589175366766,2.351758120419232,2.351758120419232,-1.4451992028825555,18.410450867608837,-33.54262150343718,15.132170635828343,23.560858819900623,11.612316219164262,-23.468559141568793,58.60457184730524,-5.304564571044562,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0425,8.1874999625,0.9321694425316278,2.3807036700823847,2.3807036700823847,-1.448534227550757,19.373240017775263,-35.426795019607475,16.053555001832212,23.04580881477676,12.741629694807493,-22.865051465489735,57.12731117883447,-6.511569886384612,1.0,-1.0,0.0,48.0,0.0,-48.0
0.043,8.258333295,0.9580024970035897,2.4088355790896983,2.4088355790896983,-1.4508330820861084,20.434717967751766,-37.29887182769952,16.864153859947756,22.393413193055366,13.666999844927785,-22.1439615076996,55.35123614234457,-7.689074285348238,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0435,8.3291666275,0.9840580809525633,2.4360070479927334,2.4360070479927334,-1.45194896704017,21.59823758980318,-39.13575388922267,17.53751629941949,21.596783568285467,14.351242741487859,-21.31081467406914,53.28832798113028,-8.799919583110636,1.0,-1.0,0.0,48.0,0.0,-48.0
0.044,8.399999959999999,1.0103361943785483,2.4620796132429468,2.4620796132429468,-1.4517434188643985,22.865182881745817,-40.91303094131129,18.047848059565474,20.656663038010883,14.77164708514116,-20.37420727178913,50.95996278846891,-9.806621629759476,1.0,-1.0,0.0,48.0,0.0,-48.0
0.0445,8.4708332925,1.0368368372815446,2.486927800085249,2.486927800085249,-1.4500909628037042,24.234856402986402,-42.60655107655211,18.371694673565706,19.582765014612196,14.922032994351282,-19.34592279893721,48.39660369197252,-10.674473212330154,1.0,-1.0,0.0,48.0,0.0,-48.0
0.045,8.541666625,1.063560009661552,2.5104518629947674,2.5104518629947674,-1.4468918533332153,24.01696048758319,-40.8215210604216,16.80456057283841,18.42704518322102,14.83957929897389,-18.273891110878473,45.71963010914628,-10.28655069527032,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0455,8.612499957499999,1.090505711518571,2.532694516585196,2.532694516585196,-1.4421888050666252,22.955170128948073,-37.07189994910186,14.11672982015379,17.346493202092056,14.666893802598171,-17.307588369401525,43.30451005765482,-9.002860564628865,1.0,0.0,-1.0,0.0,48.0,-48.0
0.046,8.68333329,1.117673942852601,2.5538134964575843,2.5538134964575843,-1.4361395536049832,22.119981237825048,-33.555462803393056,11.435481565568008,16.37775512486685,14.466755467634284,-16.478690812512074,41.23167362882458,-7.557413427272937,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0465,8.7541666225,1.1450647036636423,2.5739889257178934,2.5739889257178934,-1.428924222054251,21.474347704531432,-30.25773715813985,8.783389453608418,15.53668781713304,14.284431747198077,-15.800361043352101,39.534816508403594,-6.003697257559472,1.0,0.0,-1.0,0.0,48.0,-48.0
0.047,8.824999955,1.1726779939516951,2.5934144955364156,2.5934144955364156,-1.4207365015847204,20.984033552554525,-27.169762271750557,6.185728719196033,14.831337483863368,14.156262420392542,-15.280700390782599,38.23465248698426,-4.391913030772045,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0475,8.8958332875,1.2005138137167588,2.6122911985738053,2.6122911985738053,-1.4117773848570465,20.618065440689833,-24.28684363633977,3.668778195649937,14.262078034344915,14.109255005199783,-14.923081118697416,37.33984526554041,-2.768149835365402,1.0,0.0,-1.0,0.0,48.0,-48.0
0.048,8.96666662,1.228572162958834,2.630821573370441,2.630821573370441,-1.402249410411607,20.349095996696953,-21.60739151861623,1.2582955219192753,13.822106777146619,14.161412176359317,-14.72655600407291,36.84810841161947,-1.1738501921559055,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0485,9.0374999525,1.2568530416779207,2.6492045274086866,2.6492045274086866,-1.392351485730766,20.153680915199658,-19.131890039347937,-1.0217908758517202,13.498143351217811,14.32247488418675,-14.686322787829132,36.747411484599205,0.3545177624922224,1.0,0.0,-1.0,0.0,48.0,-48.0
0.049,9.108333285,1.2853564498740182,2.6676307805674258,2.6676307805674258,-1.3822743306934075,20.012472872187743,-16.862016289094512,-3.1504565830932307,13.2712395210922,14.594871107570206,-14.794225239741195,37.01724982794964,1.7856521256605666,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0495,9.1791666175,1.3140823875471275,2.6862789534849747,2.6862789534849747,-1.3721965659378472,19.91033373619982,-14.79991204569803,-5.110421690501792,13.117669772933423,14.974755582453778,-15.039277618548898,37.62995089522836,3.0935243144389823,1.0,0.0,-1.0,0.0,48.0,-48.0
0.05,9.24999995,1.3430308546972478,2.7053123145093627,2.7053123145093627,-1.362281459812115,19.836363216615077,-12.947601404001201,-6.888761812613875,13.009920965702532,15.453096666653522,-15.40820294206934,38.55199992921526,4.257429495940409,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0505,9.3208332825,1.3722018513243794,2.7248761915851363,2.7248761915851363,-1.3526743402607568,19.783837713743733,-11.306543357546275,-8.477294356197458,12.91782668309033,16.016808640274117,-15.885976468238786,39.745371869864464,5.261984834697332,1.0,0.0,-1.0,0.0,48.0,-48.0
0.051,9.391666614999998,1.4015953774285217,2.7450960486781555,2.7450960486781555,-1.3435006712496338,19.7500488994676,-9.877306615018382,-9.87274228444922,12.80989533884754,16.64994152411036,-16.456363715460665,41.16885472879028,6.097058597792492,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0515,9.4624999475,1.4312114330096761,2.766076217529134,2.766076217529134,-1.3348647845194577,19.736028880856562,-8.659352678177603,-11.076676202678959,12.654859315636646,17.334928629921393,-17.102437617585757,42.7793432834633,6.757597238696183,1.0,0.0,-1.0,0.0,48.0,-48.0
0.052,9.53333328,1.4610500180678418,2.7878992627048533,2.7878992627048533,-1.3268492446370115,19.746149217484575,-7.650911088172559,-12.095238129312015,12.423426232277583,18.053859900339216,-17.80705335517295,44.53307268065294,7.243311152240887,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0525,9.6041666125,1.4911111326030186,2.8106259403195217,2.8106259403195217,-1.319514807716503,19.787586038331728,-6.8489272749528265,-12.938658763378902,12.090147193542206,18.789705817650503,-18.553254429946538,46.38675225348742,7.558186553970968,1.0,0.0,-1.0,0.0,48.0,-48.0
0.053,9.674999945,1.5213947766152063,2.834295689289419,2.834295689289419,-1.3129009126742126,19.86965408249292,-6.249059213340975,-13.620594869151946,11.635240529550458,19.527375639485083,-19.32458293606663,48.298554108481106,7.709812434293507,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0535,9.745833277500001,1.5519009501044057,2.8589275712218134,2.8589275712218134,-1.3070266211174077,20.003028794765413,-5.845695792189416,-14.157333002575996,11.046139571038124,20.254470967449752,-20.105274154718447,50.228912279702996,7.708545057941134,1.0,0.0,-1.0,0.0,48.0,-48.0
0.054,9.81666661,1.5826296530706165,2.8845215551293104,2.8845215551293104,-1.3018919020586939,20.198896291163997,-5.631969876534751,-14.566926414629247,10.318491122920246,20.961605834785946,-20.880332735377195,52.14109858374435,7.5665699540911895,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0545,9.8874999425,1.6135808855138383,2.91106003065835,2.91106003065835,-1.2974791451445118,20.468092853818057,-5.5997448468371385,-14.868348006980916,9.456340192682383,21.642215430236668,-21.635513994044096,54.00156025934991,7.296950574620391,1.0,0.0,-1.0,0.0,48.0,-48.0
0.055,9.958333275000001,1.6447546474340715,2.93850943194861,2.93850943194861,-1.2937547845145385,20.82031358139915,-5.739566051820554,-15.080747529578598,8.47131339496398,22.29186330647854,-22.35726396502647,55.78002838730098,6.912761501216149,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0555,10.0291666075,1.676150938831316,2.9668218646146998,2.9668218646146998,-1.2906709257833837,21.263477744309338,-6.040586845563131,-15.222890898746206,7.380762608254899,22.907163858912966,-23.032695878040542,57.44942882321706,6.426385654291494,1.0,0.0,-1.0,0.0,48.0,-48.0
0.056,10.09999994,1.7077697597055719,2.9959366483997507,2.9959366483997507,-1.2881668886941788,21.80333039246881,-6.490498472568011,-15.312831919900798,6.205037170153734,23.48453465119964,-23.649686127867405,58.98564239752456,5.849013316582134,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0565,10.170833272500001,1.7396111100568385,3.025781712748517,3.025781712748517,-1.2861706026916784,22.443332213767274,-7.0755073552878605,-15.367824858479413,4.964280602388251,24.019050330030787,-24.197148619350287,60.36716433633875,5.1903311508167045,1.0,0.0,-1.0,0.0,48.0,-48.0
0.057,10.241666605,1.7716749898851172,3.056274805910647,3.056274805910647,-1.2845998160255296,23.184843264410205,-7.780405062864595,-15.404438201545611,3.6753410631196717,24.503662288096667,-24.66548902112503,61.57470488557689,4.458353315921038,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0575,10.3124999375,1.8039613991904067,3.0873244959015853,3.0873244959015853,-1.2833630967111787,24.027547535097547,-8.588760385020136,-15.43878715007741,2.3494794708231663,24.928969111658912,-25.047158793407913,62.59075984810416,3.6593427081535066,1.0,0.0,-1.0,0.0,48.0,-48.0
0.058,10.383333270000001,1.8364703379727076,3.118830953269454,3.118830953269454,-1.2823606152967464,24.970006750826656,-9.483229705176326,-15.486777045650332,0.9915011836664422,25.283588322696634,-25.33714575906777,63.39917021319412,2.797803853926002,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0585,10.4541666025,1.8692018062320197,-3.1324987919785707,3.1506865152010155,-1.2814847089689958,26.010189373298378,-10.445938439799715,-15.564250933498663,-0.39929663789292674,25.5550269923948,-25.533186210784894,63.984692510173495,1.876587862630112,1.0,0.0,-1.0,0.0,48.0,-48.0
0.059,10.524999934999999,1.902155803968342,-3.1004092620583092,3.182776045121277,-1.280620241152935,27.145809932621983,-11.458846168951919,-15.686963763670065,-1.8263533908889922,25.73082463366593,-25.635495407322065,64.33261915020461,0.8972071242319277,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0595,10.595833267499998,1.9353323311816768,-3.068208178758364,3.2149771284212223,-1.2796447972395455,28.374344081036654,-12.503987469994534,-15.870356611042121,-3.2916957359505656,25.79968716037928,-25.645907010492255,64.42851642397473,-0.13951869504202552,1.0,0.0,-1.0,0.0,48.0,-48.0
0.06,10.6666666,1.9687313878720227,-3.0360251211653964,3.24716018601419,-1.2784287981421671,29.692655236038455,-13.563492747248464,-16.12916248878999,-4.791269398985655,25.75236392620488,-25.56647966126608,64.25817535707777,-1.2323973810597364,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0605,10.737499932499999,2.00235297403938,-3.003996668368702,3.279188638810884,-1.2768356647715042,31.096266323190896,-14.619343151151684,-16.47692317203921,-6.310859039317889,25.582128356085516,-25.39783163690687,63.80788172294755,-2.3783887142720843,1.0,0.0,-1.0,0.0,48.0,-48.0
0.061,10.808333264999998,2.0361970896837485,-2.972266001220103,3.3109193059594832,-1.2747222162757348,32.578411863333685,-15.652893088859825,-16.925518774473858,-7.823696118847101,25.284866677504603,-25.13763826299633,63.065091928016855,-3.5708715245065488,1.0,0.0,-1.0,0.0,48.0,-48.0
0.0615,10.8791665975,2.0702637348051285,-2.9409820568981555,3.3422032502814307,-1.2719395154763022,34.129083995867305,-16.64428246051428,-17.48480153535302,-9.290560188232991,24.858906357352993,-24.779798970480186,62.01954406161434,-4.797956926669885,1.0,0.0,-1.0,0.0,48.0,-48.0
0.062,10.949999929999999,2.1045529094035196,-2.9102975112714633,3.372887795908123,-1.2683348865046034,34.08588663663061,-16.747788097356317,-17.338098539274295,-10.664528121867571,24.30902034686311,-24.318939212343295,60.67532527493805,-5.75172942548103,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0625,11.020833262499998,2.139064613478922,-2.880323091140546,3.4028622160390403,-1.263797602560118,30.39274977039823,-14.927096326439102,-15.465653443959127,-11.93290161741869,23.712112788665117,-23.81826272446436,59.21697897505262,-5.88111203386046,0.0,1.0,-1.0,-48.0,48.0,0.0
0.063,11.091666595,2.173798847031336,-2.8510818021762074,3.432103505003379,-1.258304657972043,27.0756746041138,-13.19864022488286,-13.877034379230942,-13.088350107723763,23.112927588529505,-23.30832465943089,57.75082942488649,-5.817833356350594,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0635,11.162499927499999,2.2087556100607606,-2.82256597316668,3.460619334012906,-1.2518637239521455,24.097274452915887,-11.550193578610786,-12.5470808743051,-14.122807148175886,22.53087765725452,-22.794974502858402,56.32221427165874,-5.584772789653539,0.0,1.0,-1.0,-48.0,48.0,0.0
0.064,11.233333259999998,2.243934902567197,-2.7947467231785734,3.488438584001013,-1.244503681433816,21.422880403462692,-9.972400585481155,-11.450479817981538,-15.03572824549048,21.98223998820603,-22.28242098836027,54.97058279910953,-5.2060553939102485,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0645,11.3041665925,2.2793367245506446,-2.767576970580442,3.5156083365991444,-1.2362716120484998,19.021078023924943,-8.458566951697426,-10.562511072227517,-15.833257145038163,21.480275278929785,-21.7737354603169,53.72926283864865,-4.706423108621354,0.0,1.0,-1.0,-48.0,48.0,0.0
0.065,11.374999925,2.3149610760111035,-2.74099451952698,3.5421907876526064,-1.227229711641503,16.864059998012397,-7.004429758113395,-9.859630239899001,-16.526649146098563,21.03542594785568,-21.27095667006355,52.62538271073786,-4.110636113051547,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0655,11.445833257499999,2.350807956948574,-2.714925149544008,3.5682601576355784,-1.2174522006870045,14.927769337136105,-5.607862672743155,-9.319906664392951,-17.130367441899246,20.655535110176167,-20.774897641401008,51.67993365653888,-3.442950843654249,0.0,1.0,-1.0,-48.0,48.0,0.0
0.066,11.51666659,2.386877367363055,-2.6892856429893124,3.593899664190274,-1.207022296827219,13.191844155650948,-4.268500404035339,-8.92334375161561,-17.660203912490616,20.34605912171375,-20.28479673407961,50.90795255002106,-2.7266782144876487,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0665,11.5874999225,2.4231693072545473,-2.6639866950174422,3.619198612162144,-1.1960293049075967,11.63939901103911,-2.987290776860388,-8.652108234178723,-18.131668016455446,20.110268192206156,-19.797955928207198,50.31880639003785,-1.9838085822202909,0.0,1.0,-1.0,-48.0,48.0,0.0
0.067,11.658333254999999,2.4596837766230513,-2.6389356590313384,3.644249648148248,-1.1845658715251965,10.25668930111117,-1.7660005021719165,-8.490688798939253,-18.558777742886996,19.949441084371063,-19.309484978608467,49.91656362196808,-1.234690607627026,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0675,11.7291665875,2.496420775468567,-2.6140390874344126,3.6691462197451736,-1.1727254442766064,9.032706661874595,-0.6067105570916143,-8.425996104782982,-18.953296876748528,19.86306277592172,-18.81223502487594,49.70043955013816,-0.4977598191781616,0.0,1.0,-1.0,-48.0,48.0,0.0
0.068,11.799999920000001,2.5333803037910934,-2.5892050338117216,3.6939802733678646,-1.1605999695767713,7.958748024532768,0.48866012275102594,-8.447408147283793,-19.324399429790436,19.849031194887846,-18.296969345338255,49.66530291731086,0.2106777073098498,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0685,11.870833252499999,2.570562361590631,-2.5643450896275555,3.7188402175520308,-1.1482778559613998,7.027991949432263,1.5187666725108797,-8.546758621943143,-19.67870212446713,19.90387357147905,-17.75278673732968,49.802228464813865,0.876594565840286,0.0,1.0,-1.0,-48.0,48.0,0.0
0.069,11.941666585,2.60796694886718,-2.5393761369341297,3.7438091702454566,-1.1358422213782764,6.235105275574634,2.4831567740671834,-8.718262049641817,-20.020582858541754,20.022966705781837,-17.167785012676504,50.09907695329551,1.488310298270544,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0695,12.012499917500001,2.645594065620741,-2.514221808669638,3.7689634985099483,-1.1233694328892074,5.57589247367512,3.38247569512589,-8.95836816880101,-20.352690924869243,20.200750021724943,-16.52992680870093,50.5410809641599,2.036468116965053,0.0,1.0,-1.0,-48.0,48.0,0.0
0.07,12.083333249999999,2.683443711851312,-2.488813659486264,3.794371647693322,-1.1109279358420099,5.046990321039435,4.218549175598096,-9.265539496637532,-20.676549382948227,20.430916787880523,-15.828045626569267,51.11141303925934,2.5139172805270875,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0705,12.154166582499998,2.7215158875588945,-2.4630920617240175,3.8200932454555687,-1.0985773578966742,4.645602340792324,4.994347630281364,-9.639949971073689,-20.993150002521617,20.706568293730466,-15.052906141019532,51.79171336954645,2.915509563045601,0.0,1.0,-1.0,-48.0,48.0,0.0
0.071,12.224999914999998,2.7598105927434884,-2.4370068517520846,3.8461784554275016,-1.0863678626840132,4.3692615411218245,5.713847522474305,-10.08310906359613,-21.3034474208966,21.02031888996374,-14.198210658381635,52.56255792410157,3.23783082101381,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0715,12.2958332475,2.7983278274050942,-2.410517759896679,3.8726675472829073,-1.074339719877813,4.215607053991547,6.381817296181098,-10.597424350172645,-21.60867347560773,21.36434711355757,-13.261426476347353,53.40385459699041,3.4788995824410796,0.0,1.0,-1.0,-48.0,48.0,0.0
0.072,12.366666579999999,2.8370675915437107,-2.3835946612344303,3.899590645945156,-1.0625230544014452,4.182160944856007,7.003564580002748,-11.185725524858755,-21.910416789249076,21.730399419349315,-12.244301979886577,54.29516379676812,3.63787036780991,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0725,12.437499912499998,2.876029885159339,-2.356217683963862,3.9269676232157242,-1.0509377380563851,4.266096089136879,7.58468692073627,-11.85078300987315,-22.210446817422447,22.10976703753568,-11.152948893370086,55.215949219267316,3.714776993244086,0.0,1.0,-1.0,-48.0,48.0,0.0
0.073,12.508333245,2.9152147082519786,-2.3283772071968696,3.9548080999827167,-1.039593391730738,4.463994325612827,8.130868516024734,-12.59486284163756,-22.510303487878524,22.493270494529213,-9.997400425987864,56.14577203749864,3.7103389521083927,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0735,12.579166577499999,2.954622060821629,-2.300073772342565,3.9831115348370214,-1.0284894740153923,4.771604936448508,8.647759130455789,-13.419364066904297,-22.810718074504386,22.8712963329629,-8.790614330369113,57.064445100135295,3.6258335716468446,0.0,1.0,-1.0,-48.0,48.0,0.0
0.074,12.649999909999998,2.9942519428682908,-2.271317924284785,4.011867382894801,-1.01761544002651,5.183624652239208,9.140958279684765,-14.324582931923974,-23.110970158151122,23.233931698596514,-7.546975739553377,57.95216143787317,3.4630129501305307,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0745,12.7208332425,3.0341043543919644,-2.2421299931613903,4.041055314018196,-1.006950959626232,5.693528722450118,9.616108822336688,-15.309637544786806,-23.408309971539957,23.571230307204925,-6.280459121245096,58.78960354849735,3.22402553962149,0.0,1.0,-1.0,-48.0,48.0,0.0
0.075,12.791666574999999,3.0741792953926486,-2.212539827037945,4.070645480141641,-0.9964661847489924,6.293484678800359,10.07908185291687,-16.37256653171723,-23.697576339339726,23.873615700899173,-5.00271442012247,59.55802879783102,2.911296282644238,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0755,12.862499907499998,3.1144767658703443,-2.182586490809864,4.100598816369722,-0.9861220504993775,6.9743734557547885,10.536213285171291,-17.51058674092608,-23.971112793118273,24.132386729929674,-3.721423497253229,60.23931599373138,2.5273326453734026,0.0,1.0,-1.0,-48.0,48.0,0.0
0.076,12.93333324,3.154996765825051,-2.1523181434809757,4.1308671636986105,-0.9758703978735594,6.806184616602581,10.07484825160545,-16.88103286820803,-24.217709345322433,24.338916493845776,-2.4391748622314235,60.81263783352964,1.9988687358357144,-1.0,1.0,0.0,-48.0,0.0,48.0
0.0765,13.004166572499999,3.19573929525677,-2.121799945486776,4.16138536169281,-0.9656460664360402,4.953890639651664,7.881392475818604,-12.835283115470268,-24.415815457544294,24.47772014192715,-1.153779160024261,61.23592878440429,1.4170491669088197,-1.0,1.0,0.0,-48.0,0.0,48.0
0.077,13.074999904999999,3.236704354165499,-2.0911028926633413,4.1920824145162445,-0.9553780603507454,3.3230648505777376,5.883491630943451,-9.206556481521188,-24.56992593453169,24.562307588420428,0.1389927596069715,61.534954968131224,1.0008137524247869,-1.0,1.0,0.0,-48.0,0.0,48.0
