time_s,command_frequency_Hz,command_electrical_angle_rad,mechanical_angle_raw_rad,rotor_angle_unwrapped_rad,phase_error_rad,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,torque_Nm,cmd_a,cmd_b,cmd_c,vab_V,vbc_V,vca_V
0.023,5.424999995,0.09825331019389685,1.287130110749697,1.287130110749697,-1.1888768005558001,-13.431832491720995,13.431832491720995,0.0,28.73827393310498,-28.78267566437985,-13.140127669771738,71.74140598712312,-10.769398078103162,1.0,-1.0,0.0,48.0,-10.882073195865694,-37.11792680413431
0.0235,5.4958333275,0.11540771506241919,1.3223293756943981,1.3223293756943981,-1.206921660631979,-13.266737517568602,13.266737517568602,0.0,27.646720137619045,-27.823611478404544,-14.7406018677134,69.06038080337659,-10.656042161966923,1.0,-1.0,0.0,48.0,-9.34784380267935,-38.65215619732064
0.024,5.56666666,0.1327846494079528,1.3561980300299867,1.3561980300299867,-1.223413380622034,-12.938731812834247,12.938731812834247,0.0,26.576202476902818,-26.860143033202952,-16.097311164294624,66.42454268110731,-10.408781388717907,1.0,-1.0,0.0,48.0,-8.044659113855444,-39.95534088614456
0.0245,5.6374999925000004,0.15038411323049766,1.3887669264478342,1.3887669264478342,-1.2383828132173365,-12.460250049764971,12.460250049764971,0.0,25.541282624664166,-25.883963922463263,-17.197941410789156,63.866706897750355,-10.0329492778434,1.0,-1.0,0.0,48.0,-6.973399238110393,-41.026600761889604
0.025,5.708333325,0.16820610653005386,1.42008297975665,1.42008297975665,-1.2518768732265961,-11.843516816678273,11.843516816678273,0.0,24.554462161468535,-24.891048813712906,-18.04660461503491,61.41826965797633,-9.534764557922694,1.0,-1.0,0.0,48.0,-6.121688711087278,-41.87831128891273
0.0255,5.779166657499999,0.18625062930662117,1.4502083782838777,1.4502083782838777,-1.2639577489772567,-11.100825932823387,11.100825932823387,0.0,23.626726644149354,-23.882592019200306,-18.662110896584363,59.10884719288423,-8.922398282407574,1.0,-1.0,0.0,48.0,-5.465821790941114,-42.53417820905889
0.026,5.84999999,0.20451768156019992,1.479219555516711,1.479219555516711,-1.274701873956511,-10.244853470163115,10.244853470163115,0.0,22.7678654573141,-22.864497375073128,-19.07433811440174,56.96569450034848,-8.206638658855724,1.0,-1.0,0.0,48.0,-4.973977844477774,-43.02602215552223
0.0265,5.9208333225,0.22300726329078993,1.5072058399424586,1.5072058399424586,-1.2841985766516686,-9.288877181895526,9.288877181895526,0.0,21.986546975397943,-21.845889446806137,-19.31986870411326,55.013020577366056,-7.401050046625013,1.0,-1.0,0.0,48.0,-4.6098025315908355,-43.39019746840917
0.027,5.9916666549999995,0.2417193744983912,1.5342677628060268,1.5342677628060268,-1.2925483883076356,-8.246830511324966,8.246830511324966,0.0,21.290217581447266,-20.83719096961385,-19.437800354027793,53.27132447869867,-6.521662481676481,1.0,-1.0,0.0,48.0,-4.335686340055502,-43.6643136599445
0.0275,6.0624999875,0.26065401518300385,1.5605150612718526,1.5605150612718526,-1.2998610460888487,-7.133175513974465,7.133175513974465,0.0,20.684921181818556,-19.84823803229401,-19.466292462220558,51.756855289036594,-5.586315806775479,1.0,-1.0,0.0,48.0,-4.115365963017169,-43.88463403698283
0.028,6.13333332,0.27981118534462773,1.586064457318586,1.586064457318586,-1.3062532719739584,-5.962621938212956,5.962621938212956,0.0,20.17512415700173,-18.88675462114942,-19.44009131367769,50.481262934123684,-4.6138151427463345,1.0,-1.0,0.0,48.0,-3.9157239183961563,-44.08427608160384
0.0285,6.2041666525,0.29919088498326285,1.6110373163940983,1.6110373163940983,-1.3118464314108356,-4.74974423634491,4.74974423634491,0.0,19.763601361594848,-17.957346229094924,-19.389039669361647,49.451468143150166,-3.6230441710993855,1.0,-1.0,0.0,48.0,-3.7078327643883933,-44.29216723561161
