scenario,final_command_frequency_Hz,synchronous_speed_rad_s,final_speed_rad_s,tail_torque_Nm,tail_abs_phase_error_rad,peak_phase_current_A,result
ramp_start,33.333333,209.43950814492445,92.08778720660528,5.525274787404147,1.3344799148351927,61.06298039739471,PASS
direct_fast,166.666667,1047.1975532909928,-1.2246204127263922,0.1095589479090927,1.5400151697969944,14.460397262886572,PASS
