time_s,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,electromagnetic_torque_Nm,phase_cmd_a,phase_cmd_b,phase_cmd_c
0.0344,0.0,-4.598396915077718,4.598396915077718,52.15752247565497,93.21826970708658,-92.44841194940112,230.99117990681208,-3.696111238993379,0.0,1.0,-1.0
0.0346,0.0,-5.408226649853583,5.408226649853583,42.9158822634051,92.54997169949303,-92.36445606473698,230.58998669372238,-4.336958211048632,0.0,1.0,-1.0
0.034800000000000005,0.0,-5.182991101614472,5.182991101614472,33.84701753872575,91.94873804248141,-92.27322278211469,230.1997980956305,-4.147791577467831,0.0,-1.0,1.0
0.035,0.0,-4.477480887400648,4.477480887400648,25.19406493232035,91.50922626087095,-92.13349604009083,229.79090153299063,-3.578282576582917,0.0,1.0,-1.0
0.0352,0.0,-5.239751614648521,5.239751614648521,17.07162401707338,91.26755386567557,-91.93076709887173,229.38960070428263,-4.184643484829795,0.0,1.0,-1.0
0.0354,0.0,-5.996579447667274,5.996579447667274,9.446210507507315,91.19055092394002,-91.65728382221387,228.99922502259284,-4.7880579848297415,0.0,1.0,-1.0
0.0356,0.0,-4.23402124233138,4.23402124233138,2.162405487056626,91.20176232235292,-91.31967798057732,228.59631964350558,-3.380630347105769,0.0,1.0,-1.0
0.0358,0.0,-4.968903414060918,4.968903414060918,-5.00826331473297,91.23272608521256,-90.96608324100566,228.191768071989,-3.967401161523367,0.0,1.0,-1.0
0.036000000000000004,0.0,-5.700008562139059,5.700008562139059,-12.310589392363134,91.23037266408156,-90.66620619783815,227.79722753663492,-4.551469164698251,0.0,1.0,-1.0
0.0362,0.0,-4.341447926248912,4.341447926248912,-19.942267769015004,91.15980529528484,-90.48714510788015,227.4041196538814,-3.467882540288005,0.0,-1.0,1.0
0.0364,0.0,-4.6268446453289265,4.6268446453289265,-28.000986752601506,91.01023789489278,-90.47521557677904,226.9953484600743,-3.699216764999881,0.0,1.0,-1.0
0.0366,0.0,-5.341675070494572,5.341675070494572,-36.46015428452995,90.80847469183189,-90.65061893272316,226.59522049579317,-4.277652082016539,0.0,1.0,-1.0
0.0368,0.0,-5.766299257823563,5.766299257823563,-45.15936230679182,90.58179506718918,-90.95989379938449,226.2037048158996,-4.627792045348409,0.0,-1.0,1.0
0.037000000000000005,0.0,-4.264172992905076,4.264172992905076,-53.822134676881866,90.34719730892522,-91.26429004487994,225.79684672803347,-3.4297325706598114,0.0,1.0,-1.0
0.037200000000000004,0.0,-4.980134283311095,4.980134283311095,-62.111853580659826,90.12864585720293,-91.36762570988625,225.38947429523296,-4.010284007940999,0.0,1.0,-1.0
0.0374,0.0,-5.692349437811135,5.692349437811135,-69.6805096131535,89.9365421675123,-91.01742654960323,224.99159990922124,-4.578185241191974,0.0,1.0,-1.0
0.0376,0.0,-4.523103175826309,4.523103175826309,-76.22018318220218,89.76492138805192,-89.93288822839287,224.59707195916207,-3.6188883776408307,0.0,-1.0,1.0
0.0378,0.0,-4.503023608172866,4.503023608172866,-81.50996410008058,89.59913299276239,-87.84945510671069,224.19038997814644,-3.5641812368797785,0.0,1.0,-1.0
0.038,1.365883839616247,-5.760453762596715,4.394569922980468,-85.46216692543264,89.44005594097086,-84.5802448339742,223.7927826844697,-4.4846866259973295,1.0,1.0,0.0
0.038200000000000005,5.969498417605322,-5.969498417605322,0.0,-88.09509377775835,89.2701335898305,-80.01608012893138,223.3664860240854,-4.740108791409568,1.0,-1.0,0.0
0.038400000000000004,4.109236175453112,-4.109236175453112,0.0,-89.57796838256137,89.11486362906226,-74.20223407764398,222.96563478127854,-3.293292485708138,-1.0,1.0,0.0
0.0386,4.760796650044053,-4.760796650044053,0.0,-90.12932229672369,88.96901943517565,-67.27513222077246,222.5573351687096,-3.83115112651452,-1.0,1.0,0.0
0.0388,5.416145436281837,-5.416145436281837,0.0,-90.02883582915702,88.84556524403577,-59.49239610253469,222.15597115390796,-4.360944097104804,-1.0,1.0,0.0
0.039,5.757774973095946,-5.757774973095946,0.0,-89.55080311243903,88.74597436367793,-51.17411567892777,221.76229856172017,-4.629248207625,1.0,-1.0,0.0
0.0392,4.160150667582854,-4.160150667582854,0.0,-88.92493963557706,88.65400156854898,-42.655259681025065,221.35713653044695,-3.3373902571123466,-1.0,1.0,0.0
0.039400000000000004,4.767935018006704,-4.767935018006704,0.0,-88.3314447529949,88.555196696981,-34.24558327185585,220.95072103860596,-3.8170683853055847,-1.0,1.0,0.0
0.0396,5.36333899121924,-5.36333899121924,0.0,-87.8778512669056,88.42844882049842,-26.17549634771224,220.55160810278284,-4.287388615256453,-1.0,1.0,0.0
0.0398,5.948701988981603,-5.948701988981603,0.0,-87.599562172989,88.25045676329212,-18.565453519307106,220.15901737361054,-4.751471776572785,-1.0,1.0,0.0
0.04,4.082297949165623,-4.082297949165623,0.0,-87.47374098420777,88.0042088084668,-11.417502017694808,219.76110085349927,-3.2596909634156352,1.0,-1.0,0.0
0.0402,4.538377743148726,-4.538377743148726,0.0,-87.44789196057278,87.69489913778463,-4.629174768615719,219.35464768544665,-3.623648522522134,-1.0,1.0,0.0
0.040400000000000005,5.093497114905883,-5.093497114905883,0.0,-87.46511998078097,87.3572738959641,1.9767827878594115,218.95376390428382,-4.066873950709551,-1.0,1.0,0.0
0.040600000000000004,5.64310707195746,-5.64310707195746,0.0,-87.4698222885957,87.04050061084568,8.609476974976934,218.55821862166854,-4.505803732725809,-1.0,1.0,0.0
0.0408,5.325466807201752,-5.325466807201752,0.0,-87.42455924760539,86.80373775900276,15.45965042513448,218.16635222820884,-4.252933612848892,1.0,-1.0,0.0
0.041,4.167745486627976,-4.167745486627976,0.0,-87.30905786732593,86.69521399334099,22.653711577018242,217.7622246379197,-3.3302631799757956,-1.0,1.0,0.0
0.0412,4.696053422859345,-4.696053422859345,0.0,-87.13435004440696,86.74953311693595,30.225134906265055,217.35734938649418,-3.7567996067522778,-1.0,1.0,0.0
0.0414,5.224753392781718,-5.224753392781718,0.0,-86.92203197086963,86.955456521922,38.09940689008076,216.95676452326597,-4.18731815035735,-1.0,1.0,0.0
0.041600000000000005,5.755835039693149,-5.755835039693149,0.0,-86.69592415487948,87.24269406130125,46.09959450965097,216.56028609545834,-4.623017504895595,-1.0,1.0,0.0
0.041800000000000004,4.959573715062466,-4.959573715062466,0.0,-86.475121355081,87.4779238163957,53.97054599065697,216.1645960259129,-3.991092742976786,1.0,-1.0,0.0
0.042,4.261823681694633,-4.261823681694633,0.0,-86.26616718542925,87.46830514370247,61.414152557658504,215.75572165530224,-3.431777766162515,-1.0,1.0,0.0
0.0422,4.778148225865859,-4.778148225865859,0.0,-86.07800975789375,86.99603587644128,68.14443036981838,215.34916601220442,-3.840151598470819,-1.0,1.0,0.0
0.0424,5.273084149192687,-5.273084149192687,0.0,-85.9077558630114,85.82945153972463,73.92028599550034,214.94875669707358,-4.213026211908829,-1.0,1.0,0.0
0.0426,5.729004961707703,-5.729004961707703,0.0,-85.74834757432826,83.75948032683779,78.58016051624875,214.5553414345788,-4.526157123849477,-1.0,1.0,0.0
0.042800000000000005,4.7199637787538835,-2.3435788219795093,-2.3763849567743742,-85.5929024690681,80.63228598489822,82.06084455771968,214.16661157429314,-3.679246115579694,-1.0,0.0,-1.0
0.043000000000000003,5.842585409628345,0.0,-5.842585409628345,-85.43368310337576,76.372349549635,84.39631136368119,213.76697637416677,-4.641719056051541,-1.0,0.0,1.0
0.0432,4.99034747465171,0.0,-4.99034747465171,-85.28083227865214,71.01481808210907,85.72311126660483,213.37289716011938,-3.999425930774006,1.0,0.0,-1.0
0.0434,4.183301959536421,0.0,-4.183301959536421,-85.13375023804457,64.68133091268895,86.23012960181792,212.96607469398373,-3.366108218681987,-1.0,0.0,1.0
0.0436,4.647664836504695,0.0,-4.647664836504695,-85.003555540449,57.58801219472094,86.152573462751,212.5589453719242,-3.7423798886871227,-1.0,0.0,1.0
0.0438,5.10396558680415,0.0,-5.10396558680415,-84.89337800931331,50.003058567984446,85.72352517387121,212.15571301722224,-4.1046398892090075,-1.0,0.0,1.0
0.044000000000000004,5.547086759102617,0.0,-5.547086759102617,-84.79709094552044,42.21165077698228,85.14693538951228,211.75661627932777,-4.451781837258583,-1.0,0.0,1.0
0.0442,5.975437025801343,0.0,-5.975437025801343,-84.70018267702704,34.47747060566643,84.57887259326915,211.36138180250896,-4.785719727646068,-1.0,0.0,1.0
0.0444,4.669694087642232,0.0,-4.669694087642232,-84.58021249182134,27.006421872982965,84.11581437968042,210.9639437198551,-3.7340923069615806,1.0,0.0,-1.0
0.0446,4.200519890486512,0.0,-4.200519890486512,-84.41488166900866,19.922544292696127,83.79827592477548,210.55922109049715,-3.355743389697226,-1.0,0.0,1.0
0.0448,4.585468167199427,0.0,-4.585468167199427,-84.1941609441074,13.257176186358153,83.62548753814413,210.15607996068744,-3.661714931539994,-1.0,0.0,1.0
0.045000000000000005,4.962963420094401,0.0,-4.962963420094401,-83.91816420220272,6.950652539244422,83.56178902678083,209.7555399295332,-3.962693341752999,-1.0,0.0,1.0
0.045200000000000004,5.333674082424757,0.0,-5.333674082424757,-83.60400298849228,0.8731547630260534,83.55618026490026,209.3573522784739,-4.258641635121904,-1.0,0.0,1.0
0.0454,5.697731810071369,0.0,-5.697731810071369,-83.28637827207213,-5.144200777608115,83.55818700960202,208.96134860354053,-4.549336962533448,-1.0,0.0,1.0
0.0456,5.815500078388994,0.0,-5.815500078388994,-83.012421196999,-11.272568108545709,83.5289975212934,208.5672670809299,-4.643689526005202,1.0,0.0,-1.0
0.0458,4.644403716787323,0.0,-4.644403716787323,-82.82948958343812,-17.64860995100533,83.44510645896347,208.16939530576715,-3.7097016625923125,1.0,0.0,-1.0
0.046,4.149675463261371,0.0,-4.149675463261371,-82.77506157092424,-24.344987332139215,83.30232280236469,207.7655657018523,-3.317042670706238,-1.0,0.0,1.0
0.046200000000000005,4.487205639568475,0.0,-4.487205639568475,-82.86376421602048,-31.353307580631576,83.11385310000013,207.36194914047837,-3.5916700414406018,-1.0,0.0,1.0
0.046400000000000004,4.824338199092971,0.0,-4.824338199092971,-83.06897453774248,-38.578943117398374,82.8986169003544,206.95956240153464,-3.8687934101484602,-1.0,0.0,1.0
0.0466,5.162475285325058,0.0,-5.162475285325058,-83.31620747075955,-45.85136888632139,82.67617006023401,206.55824073153968,-4.148619505671722,-1.0,0.0,1.0
0.0468,5.501262028756767,0.0,-5.501262028756767,-83.48272483070345,-52.94685829877366,82.46193983623975,206.15804200405032,-4.428180796309144,-1.0,0.0,1.0
0.047,5.837510681039838,0.0,-5.837510681039838,-83.40506358354057,-59.619223202075524,82.26433922386136,205.75927983836414,-4.700137506164538,-1.0,0.0,1.0
0.0472,5.458618380338705,0.0,-5.458618380338705,-82.89432390750689,-65.63314810334954,82.08419098068205,205.36154091442242,-4.3852161885799585,1.0,0.0,-1.0
0.047400000000000005,4.46949302721486,0.0,-4.46949302721486,-81.75702456392085,-70.79418062638314,81.91562642625696,204.96078033618588,-3.569140257694553,1.0,0.0,-1.0
0.0476,4.111282092029109,0.0,-4.111282092029109,-79.82462367152259,-74.97616348635187,81.75366448099145,204.56005446610834,-3.2474273839822954,-1.0,0.0,1.0
0.0478,3.262453578757904,2.083802061989356,-5.34625564074726,-76.97326515105837,-78.13099362543078,81.59289552065637,204.15797932493444,-4.164165959694532,0.0,1.0,1.0
0.048,0.0,5.681096523716892,-5.681096523716892,-73.14263890844381,-80.28808272922531,81.42810534978086,203.7447405232374,-4.509197496656887,0.0,-1.0,1.0
0.0482,0.0,5.931403175766628,-5.931403175766628,-68.36340239909165,-81.56427862536245,81.27361257562069,203.3492954764161,-4.749744437234451,0.0,-1.0,1.0
0.048400000000000006,0.0,5.3481967055565285,-5.3481967055565285,-62.72635328089359,-82.11023234810717,81.12670153352421,202.9512836551457,-4.3016393702359075,0.0,1.0,-1.0
0.048600000000000004,0.0,4.461234098539773,-4.461234098539773,-56.39739332817088,-82.11325118568503,80.99187664554178,202.54849259260573,-3.5924738249763766,0.0,1.0,-1.0
0.0488,0.0,4.121301863360671,-4.121301863360671,-49.591506522587906,-81.76705590838817,80.87196492292382,202.1424538423874,-3.3159016667021812,0.0,-1.0,1.0
0.049,0.0,4.370149965282696,-4.370149965282696,-42.54500119154474,-81.24905882619431,80.76528312846459,201.73757989440668,-3.509643425082458,0.0,-1.0,1.0
0.0492,0.0,4.604357611286734,-4.604357611286734,-35.48404096725955,-80.70090908568929,80.66213483715909,201.3346316940962,-3.6902402394210108,0.0,-1.0,1.0
0.0494,0.0,4.824370927456142,-4.824370927456142,-28.59759026702378,-80.22012944526553,80.54712700652593,200.9333773036958,-3.859990254086287,0.0,-1.0,1.0
0.049600000000000005,0.0,5.031877090183524,-5.031877090183524,-22.015633076136474,-79.85871301700065,80.40289325372427,200.53346203053465,-4.021357317946679,0.0,-1.0,1.0
0.049800000000000004,0.0,5.228891976242488,-5.228891976242488,-15.796455087231417,-79.62818066098826,80.21500734299221,200.1345344549229,-4.176204599008294,0.0,-1.0,1.0
0.05,0.0,5.417104793974704,-5.417104793974704,-9.925027154132877,-79.50949333654354,79.9772309912099,199.73631654229447,-4.325484287922427,0.0,-1.0,1.0
0.0502,0.0,5.5975591520090795,-5.5975591520090795,-4.322571119960877,-79.46540882810709,79.69570631037841,199.33862398245026,-4.469348382608662,0.0,-1.0,1.0
0.0504,0.0,5.770669613271293,-5.770669613271293,1.1343691736219828,-79.45282909637626,79.39075688684925,198.94134896263566,-4.607558256120017,0.0,-1.0,1.0
0.0506,0.0,5.93649786069989,-5.93649786069989,6.588486849601246,-79.43307647231238,79.09533480280228,198.54442175016823,-4.740015187024881,0.0,-1.0,1.0
0.050800000000000005,0.0,5.7052477188857855,-5.7052477188857855,12.1739416929815,-79.37862594707799,78.84966684457618,198.14748124966084,-4.555857085941749,0.0,1.0,-1.0
0.051000000000000004,0.0,5.236121940324971,-5.236121940324971,17.99052056594707,-79.27581531523913,78.69256635596355,197.74934897127855,-4.182778418483435,0.0,1.0,-1.0
0.0512,0.0,4.785192004885987,-4.785192004885987,24.08386716504425,-79.12488200824536,78.65162769827005,197.3499124963257,-3.8256459466152055,0.0,1.0,-1.0
0.0514,0.0,4.34586494897603,-4.34586494897603,30.43433746127108,-78.93612292923835,78.73194648200584,196.94907242444802,-3.4790929857763015,0.0,1.0,-1.0
0.0516,0.0,4.028360714559616,-4.028360714559616,36.95600604769997,-78.72504736260136,78.9069848676987,196.54668030884272,-3.230777975974632,0.0,-1.0,1.0
0.051800000000000006,0.0,4.1671773282336675,-4.1671773282336675,43.50585202381142,-78.50785055583874,79.11353242384429,196.14341680355932,-3.3487550298749156,0.0,-1.0,1.0
0.052000000000000005,0.0,4.305258617984372,-4.305258617984372,49.90093631844731,-78.29716224179101,79.25110143640394,195.73971478474553,-3.465244754724061,0.0,-1.0,1.0
0.0522,0.0,4.439581377296585,-4.439581377296585,55.94118430396564,-78.1000303165649,79.18774348350775,195.33591173736212,-3.5748258742003616,0.0,-1.0,1.0
0.0524,0.0,4.563938335949015,-4.563938335949015,61.434242302467645,-77.91793562544419,78.77167431681879,194.93270622492506,-3.6685568651329423,0.0,-1.0,1.0
0.0526,0.0,4.668562925973381,-4.668562925973381,66.2185883635146,-77.74822790175811,77.84716723929975,194.53117640697542,-3.734141265295275,0.0,-1.0,1.0
0.0528,0.0,4.740171825854345,-4.740171825854345,70.18177964271167,-77.58648397454563,76.27280596532808,194.1327628949299,-3.7568077662072543,0.0,-1.0,1.0
0.053000000000000005,0.0,4.7624688976237755,-4.7624688976237755,73.2715808751942,-77.4289859244539,73.93952021694696,193.73923734123665,-3.720917933151979,0.0,-1.0,1.0
0.053200000000000004,-5.350987671708425,5.350987671708425,0.0,75.50696276727136,-77.28260508906016,70.79272529808195,193.372764793128,-4.227974372914083,1.0,-1.0,0.0
0.0534,-5.392450344271671,5.392450344271671,0.0,76.93318479074006,-77.12550926312102,66.80660316409916,192.97576064722062,-4.304964804919152,1.0,-1.0,0.0
0.0536,-5.455916921059738,5.455916921059738,0.0,77.67513278708168,-76.9724821937994,62.0484924573016,192.57576393030178,-4.38136410395388,1.0,-1.0,0.0
0.0538,-5.5272076190582515,5.5272076190582515,0.0,77.87842573421285,-76.82882320253154,56.631978759541575,192.17427099765789,-4.449602335461112,1.0,-1.0,0.0
0.054,-5.595755776746138,5.595755776746138,0.0,77.7007696189532,-76.6983329093371,50.714853210186526,191.77235615276268,-4.505235724427706,1.0,-1.0,0.0
0.054200000000000005,-5.654636805985877,5.654636805985877,0.0,77.29440624953673,-76.58117365756526,44.48153488411738,191.3706858006888,-4.546728324897857,1.0,-1.0,0.0
0.054400000000000004,-5.7002009344137035,5.7002009344137035,0.0,76.7915539561966,-76.47254711185742,38.12214954342759,190.96958264617663,-4.5747399141508716,1.0,-1.0,0.0
0.0546,-5.7314021266860635,5.7314021266860635,0.0,76.29440219786788,-76.36269417456036,31.811102024441098,190.5691135462729,-4.591191040987903,1.0,-1.0,0.0
0.0548,-5.748957517239038,5.748957517239038,0.0,75.87039204085501,-76.23841875162191,25.688066599833512,190.16918263586487,-4.598363831210898,1.0,-1.0,0.0
0.055,-5.754489841062711,5.754489841062711,0.0,75.55266882536252,-76.08596462200106,19.84397831670131,189.76961730730343,-4.598222771732929,1.0,-1.0,0.0
0.055200000000000006,-5.749794107724404,5.749794107724404,0.0,75.3448605647085,-75.89471407813996,14.313890329198188,189.37023781128568,-4.592043740277602,1.0,-1.0,0.0
0.055400000000000005,-5.736331964741587,5.736331964741587,0.0,75.22881657278477,-75.66090829625958,9.077577029156295,188.97090373466438,-4.5803535613752135,1.0,-1.0,0.0
0.055600000000000004,-5.715002081634385,5.715002081634385,0.0,75.17369405090624,-75.39047544607894,4.067659969696087,188.5715340709033,-4.563120018800305,1.0,-1.0,0.0
0.0558,-5.68617464492536,5.68617464492536,0.0,75.14481544085878,-75.10012581136101,-0.8160204574612319,188.1721021496374,-4.540093699954017,1.0,-1.0,0.0
0.056,-5.6499245689396,5.6499245689396,0.0,75.11099888032855,-74.81612904858662,-5.687913586833952,187.77261135362954,-4.511184871583003,1.0,-1.0,0.0
0.0562,-5.6063607366968835,5.6063607366968835,0.0,75.04951388836221,-74.57058636627235,-10.656796365325567,187.37306115307572,-4.476760161392418,1.0,-1.0,0.0
0.056400000000000006,-5.555933282408089,5.555933282408089,0.0,74.94833948998236,-74.39548077933635,-15.807120276778434,186.97341477910038,-4.437766206155995,1.0,-1.0,0.0
0.056600000000000004,-5.499609423726438,5.499609423726438,0.0,74.80590509711372,-74.31524723796025,-21.184180989995713,186.57357961537463,-4.395628236053511,1.0,-1.0,0.0
0.0568,-5.438838448409608,5.438838448409608,0.0,74.62889317280187,-74.33896674221954,-26.785016542969448,186.17340919778727,-4.351921832308287,1.0,-1.0,0.0
0.057,-5.375272264776095,5.375272264776095,0.0,74.42892206756943,-74.45348445769254,-32.55609145948828,185.77273181068585,-4.307862960877916,1.0,-1.0,0.0
0.0572,-5.310260651425391,5.310260651425391,0.0,74.21898634810604,-74.6187377555667,-38.39786487283729,185.37140549648169,-4.263694865120084,1.0,-1.0,0.0
0.0574,-5.244189852310728,5.244189852310728,0.0,74.01042310109302,-74.7663466075077,-44.1754086333987,184.96939368353353,-4.218068786559853,1.0,-1.0,0.0
0.057600000000000005,-5.175770001701868,5.175770001701868,0.0,73.81093675370293,-74.80209318243135,-49.73346430471895,184.56685085084973,-4.1675244425503735,1.0,-1.0,0.0
0.057800000000000004,-5.101394376043342,5.101394376043342,0.0,73.62391080447674,-74.61236074708347,-54.91380713699505,184.16420514232516,-4.106181662361315,1.0,-1.0,0.0
0.058,-5.014689276347016,5.014689276347016,0.0,73.44892767883941,-74.07399976685429,-59.57258239170755,183.76222568193032,-4.025754692140645,1.0,-1.0,0.0
0.0582,-4.906349570234048,4.906349570234048,0.0,73.28316692655764,-73.06653797449498,-63.59540888209966,183.36206637026075,-3.9159834199033536,1.0,-1.0,0.0
0.0584,-4.76431699770255,4.76431699770255,0.0,73.12319990180164,-71.4852415333645,-66.90847051242035,182.9652831658915,-3.765525588349824,1.0,-1.0,0.0
0.058600000000000006,-4.825041592292913,4.3235833180978815,0.5014582741950313,72.96647644216316,-69.25315501935356,-69.48427928529577,182.57335201535287,-3.7592098115183714,1.0,0.0,1.0
0.058800000000000005,-4.186532349069791,0.0,4.186532349069791,72.80940215696754,-66.328141309811,-71.33905091558594,182.1800161487891,-3.3125596023865826,1.0,0.0,-1.0
0.059000000000000004,-4.029129797811107,0.0,4.029129797811107,72.65294705387191,-62.71437453527429,-72.53295265619145,181.78450533180526,-3.217946621336619,1.0,0.0,-1.0
0.0592,-4.315161516190504,0.0,4.315161516190504,72.49983700147294,-58.46116939179899,-73.15948390889409,181.3858516912895,-3.4652289040526223,-1.0,0.0,1.0
0.0594,-4.6995882645813865,0.0,4.6995882645813865,72.35409698492036,-53.65993281402852,-73.33448693307125,180.98483342100033,-3.7830593112286084,-1.0,0.0,1.0
0.0596,-5.09257423958079,0.0,5.09257423958079,72.21888204077635,-48.434927219054124,-73.18277898353885,180.58252558235938,-4.100445217147966,-1.0,0.0,1.0
0.059800000000000006,-5.508007521573484,0.0,5.508007521573484,72.09466192756547,-42.93070150944313,-72.82549710467768,180.17954200553706,-4.430144050164645,-1.0,0.0,1.0
0.060000000000000005,-5.953367024366311,0.0,5.953367024366311,71.9782403053624,-37.29756931501931,-72.36971402382547,179.77609622798073,-4.780148025065244,-1.0,0.0,1.0
0.060200000000000004,-5.8420791850313325,0.0,5.8420791850313325,71.86289249686062,-31.676718959586747,-71.90128386465588,179.37276371311526,-4.6823257047991795,1.0,0.0,-1.0
0.0604,-5.654076560225364,0.0,5.654076560225364,71.7391735817232,-26.186405572969623,-71.48081904943135,178.97043473638251,-4.524640086415582,1.0,0.0,-1.0
0.0606,-5.454248517084976,0.0,5.454248517084976,71.59618241310926,-20.911011432732803,-71.1426703985738,178.56907675562536,-4.359843207029446,1.0,0.0,-1.0
0.0608,-5.244160347420094,0.0,5.244160347420094,71.42432953782547,-15.894766574793229,-70.8977938310115,178.16860792018207,-4.189065877788348,1.0,0.0,-1.0
0.061000000000000006,-5.025227109414562,0.0,5.025227109414562,71.21798722976224,-11.140231998059322,-70.73854968991195,177.76895214059718,-4.012870802788766,1.0,0.0,-1.0
0.061200000000000004,-4.798452292660374,0.0,4.798452292660374,70.97779282518026,-6.611827590823508,-70.64479018338919,177.37007011059228,-3.831363474718339,1.0,0.0,-1.0
0.0614,-4.564371744820226,0.0,4.564371744820226,70.71206055167029,-2.2438668372607045,-70.59023349876472,176.97197041310056,-3.644397454221604,1.0,0.0,-1.0
0.0616,-4.323170021197328,0.0,4.323170021197328,70.43685806621855,2.047988632063908,-70.54822829633476,176.57470124248246,-3.4518110154495067,1.0,0.0,-1.0
0.0618,-4.07490660374525,0.0,4.07490660374525,70.17449676381572,6.353337330162203,-70.49623314390969,176.1783272046131,-3.253635650592358,1.0,0.0,-1.0
0.062,-4.484281079965493,0.0,4.484281079965493,69.95010488817618,10.753337208973946,-70.41828926665578,175.7820637292337,-3.5808621242678584,-1.0,0.0,1.0
0.062200000000000005,-5.184189776598929,0.0,5.184189776598929,69.78689110705145,15.308273889365323,-70.30574004522673,175.38341882706533,-4.141023085612282,-1.0,0.0,1.0
0.062400000000000004,-5.896037366129495,0.0,5.896037366129495,69.70245731728696,20.04834696808148,-70.15825145909523,174.98198607362372,-4.712622044716901,-1.0,0.0,1.0
0.0626,-5.765911101605643,0.0,5.765911101605643,69.70327651076846,24.96832546107698,-69.98190823519197,174.5788588133089,-4.613458713909112,1.0,0.0,-1.0
0.06280000000000001,-5.489370416425525,0.0,5.489370416425525,69.77993745145807,30.02657849549231,-69.7867051247194,174.17619313914574,-4.39860916161749,1.0,0.0,-1.0
0.063,-5.210922074210947,0.0,5.210922074210947,69.9027097443517,35.147863278778196,-69.58277014266137,173.7739255329774,-4.182721682472485,1.0,0.0,-1.0
0.0632,-4.931022042578473,0.0,4.931022042578473,70.02139046814305,40.230658150135014,-69.37914599642444,173.37202842192315,-3.964809804158266,1.0,0.0,-1.0
0.0634,-4.648869475921059,0.0,4.648869475921059,70.06675736095444,45.15721131129742,-69.18237742264256,172.97062555786752,-3.7425490608942122,1.0,0.0,-1.0
0.0636,-4.361915621027161,0.0,4.361915621027161,69.9545353883418,49.805215699663506,-68.99590491335758,172.57007268867451,-3.5121390786802467,1.0,0.0,-1.0
0.06380000000000001,-4.065499943114382,0.0,4.065499943114382,69.59161967047807,54.059718448669415,-68.8202571712617,172.1710317331566,-3.2683400439777976,1.0,0.0,-1.0
0.064,-4.649059332698762,0.0,4.649059332698762,68.88335444620549,57.82340043923225,-68.65326029144748,171.7730039235088,-3.7224468788973035,-1.0,0.0,1.0
0.06420000000000001,-5.52119018989956,0.0,5.52119018989956,67.74200016759373,61.02469012793984,-68.49090888243434,171.37361070841447,-4.389052654485282,-1.0,0.0,1.0
0.0644,-5.817854191922961,0.0,5.817854191922961,66.09757831543577,63.62515041368495,-68.33078356074581,170.9741123701504,-4.574286702313772,1.0,0.0,-1.0
0.0646,-0.5334200872282144,-4.163790473045026,4.69721056027324,63.90642766192114,65.6230148008934,-68.17428861782673,170.5825553325452,-3.678913375811991,0.0,-1.0,-1.0
0.0648,0.0,-4.86775940092424,4.86775940092424,61.14235981836321,67.03682614037511,-68.01175116123291,170.1751438086427,-3.862984728724876,0.0,1.0,-1.0
0.065,0.0,-4.499411028198658,4.499411028198658,57.830096553481106,67.9327314771948,-67.85520492070734,169.7782857000629,-3.5986094217279074,0.0,1.0,-1.0
0.06520000000000001,0.0,-4.143007900355075,4.143007900355075,54.01217237369268,68.38383212306222,-67.70275163061478,169.38073811844373,-3.328641720934996,0.0,1.0,-1.0
0.0654,0.0,-4.546206935450077,4.546206935450077,49.76377578385042,68.48089379539864,-67.5572021203971,168.98253114931248,-3.659889166835513,0.0,-1.0,1.0
0.0656,0.0,-5.470613984726422,5.470613984726422,45.18116643514783,68.31789545620238,-67.41899782866658,168.57995191548142,-4.4048188305321805,0.0,-1.0,1.0
0.0658,0.0,-5.838605221558778,5.838605221558778,40.37561759827214,67.98715782349994,-67.28841845786684,168.17352747609425,-4.696462623334302,0.0,1.0,-1.0
0.066,0.0,-5.458873480044703,5.458873480044703,35.463130333010895,67.57266470165173,-67.16508977145155,167.76839453116955,-4.384117501448386,0.0,1.0,-1.0
0.06620000000000001,0.0,-5.067171851774913,5.067171851774913,30.552189784597687,67.1416831850291,-67.0444979552259,167.36587721026925,-4.062622867365164,0.0,1.0,-1.0
0.0664,0.0,-4.66371308508009,4.66371308508009,25.73553220018479,66.7430574840305,-66.91953798765232,166.96612410079013,-3.733475870295441,0.0,1.0,-1.0
0.0666,0.0,-4.249491631472335,4.249491631472335,21.08305933316636,66.40704111135824,-66.78202429723659,166.56918352097625,-3.397902342399186,0.0,1.0,-1.0
0.0668,0.0,-4.439401665131545,4.439401665131545,16.63692924028117,66.14636605670515,-66.62394570159218,166.1743363838306,-3.5470022382901023,0.0,-1.0,1.0
0.067,0.0,-5.524344545397773,5.524344545397773,12.409425277626998,65.9571071619891,-66.43718839292538,165.77510453563275,-4.411951399695016,0.0,-1.0,1.0
0.06720000000000001,0.0,-5.74893459924207,5.74893459924207,8.385510531798673,65.82720626348252,-66.21990459768573,165.3710812530137,-4.590465265195146,0.0,1.0,-1.0
0.0674,0.0,-5.299445046739949,5.299445046739949,4.526260827535223,65.74103890382712,-65.97806255768937,164.96881925096955,-4.231333793687002,0.0,1.0,-1.0
0.06760000000000001,0.0,-4.84343619426424,4.84343619426424,0.7746254357406749,65.67847827398671,-65.72089222867343,164.5692396048488,-3.867213997732841,0.0,1.0,-1.0
