time_s,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,phase_a_power_W,phase_b_power_W,phase_c_power_W,electrical_conversion_power_W,speed_rad_s,electromagnetic_torque_Nm,mechanical_power_W,power_residual_W
0.026600000000000002,-5.003259411606918,5.003259411606918,0.0,98.23783590132243,-98.73092860011454,9.930081065717513,-491.50937704918744,-493.9764477352137,0.0,-985.4858247844011,246.68489726949122,-3.9949175474159895,-985.4858247844012,1.1368683772161603e-13
0.0268,-5.512861043581534,5.512861043581534,0.0,98.28683792622749,-98.36847881396157,1.4923687688384428,-541.8416799003115,-542.2917547698642,0.0,-1084.1334346701756,246.298102895874,-4.401712485493681,-1084.1334346701758,2.2737367544323206e-13
0.027,-4.757599324574066,4.757599324574066,0.0,98.34320628710734,-97.98526402321997,-6.844573636466065,-467.8775718079899,-466.1746259350829,-0.0,-934.0521977430728,245.8873895194379,-3.798699069393447,-934.0521977430728,0.0
0.027200000000000002,-5.8430444465352265,5.8430444465352265,0.0,98.35082459076192,-97.68828547870288,-15.40490985137194,-574.6682394372116,-570.7969939578827,-0.0,-1145.4652333950944,245.49517830142995,-4.665937805053918,-1145.4652333950944,0.0
0.0274,-4.478958557648966,4.478958557648966,0.0,98.26365518388697,-97.55794579436781,-24.428938744235015,-440.1188392917377,-436.95799618233764,-0.0,-877.0768354740753,245.0913339628575,-3.578571389256025,-877.0768354740753,0.0
0.027600000000000003,-5.55165928018619,5.55165928018619,0.0,98.09244626618101,-97.65823058442415,-34.00272829791419,-544.575839629809,-542.1652221105811,-0.0,-1086.7410617403903,244.69213995600495,-4.44125856243598,-1086.7410617403903,0.0
0.027800000000000002,-4.186251400591129,4.186251400591129,0.0,97.86621124006444,-97.97224073878644,-44.01852504882256,-409.692563874267,-410.13643001179594,-0.0,-819.828993886063,244.2956552457525,-3.3558885566808176,-819.828993886063,0.0
0.028,-5.26042509391983,5.26042509391983,0.0,97.61735493764506,-98.37580326278021,-54.18209474525775,-513.5087835160668,-517.4985441180493,-0.0,-1031.007327634116,243.88822164750022,-4.227376462338003,-1031.0073276341163,2.2737367544323206e-13
0.028200000000000003,-4.435479708443002,4.435479708443002,0.0,97.38756797279099,-98.6499782697335,-64.07412848651131,-431.960581597928,-437.559976853746,-0.0,-869.520558451674,243.4976031851297,-3.5709614677011134,-869.520558451674,0.0
0.0284,-4.975979550789057,4.975979550789057,0.0,97.17532097701095,-98.45407510443246,-73.20551401212666,-483.54241002296936,-489.9054644115059,-0.0,-973.4478744344752,243.0830147889603,-4.004590264274955,-973.4478744344754,1.1368683772161603e-13
0.0286,-5.8335358195168014,5.8335358195168014,0.0,96.99879617821023,-97.4327005742273,-81.14705163968975,-565.8459519555988,-568.3771487920102,-0.0,-1134.223100747609,242.6926802850079,-4.673495300375874,-1134.2231007476091,2.2737367544323206e-13
0.028800000000000003,-4.594587624555946,4.594587624555946,0.0,96.83079281835779,-95.2058331848736,-87.55937889870664,-444.8975623591675,-437.43154293675804,-0.0,-882.3291052959255,242.28482999688944,-3.6417018156161625,-882.3291052959255,0.0
0.029,-6.0710210682591965,4.987216776717468,1.083804291541728,96.67326339987467,-91.50344006095071,-92.29718736592417,-586.9054188380098,-456.3474913993347,-100.03208776441959,-1143.2849980017643,241.89138085967838,-4.726439585976756,-1143.284998001764,-2.2737367544323206e-13
