time_s,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,torque_Nm,cmd_a,cmd_b,cmd_c,vab_V,vbc_V,vca_V,mechanical_angle_rad
0.0,0.0,0.0,0.0,0.0,-11.976664369760206,11.976664369760206,30.0,0.0,0.0,0.0,0.0,11.976664369760206,-23.953328739520412,11.976664369760206,0.0
0.0002,0.0,0.0,0.0,0.12350549352799475,-11.980046694996675,11.97328211000729,30.0,0.0,0.0,0.0,0.0,12.10355218852467,-23.953328805003963,11.849776616479295,0.006000000000000002
0.0004,0.0,0.0,0.0,0.24708653921524243,-11.983410587063014,11.969919199281629,30.0,0.0,0.0,0.0,0.0,12.230497126278257,-23.953329786344643,11.722832660066386,0.011999999999999964
0.0006,0.0,0.0,0.0,0.37081835470321456,-11.986738400210646,11.966595631162622,30.0,0.0,0.0,0.0,0.0,12.35755675491386,-23.953334031373267,11.595777276459408,0.01799999999999992
0.0008,0.0,0.0,0.0,0.4947754897900226,-11.990013402665786,11.963332027712788,30.0,0.0,0.0,0.0,0.0,12.484788892455809,-23.953345430378576,11.468556537922765,0.023999999999999872
0.001,0.0,0.0,0.0,0.6190314954848863,-11.993219830682019,11.960149551402504,30.0,0.0,0.0,0.0,0.0,12.612251326166906,-23.953369382084524,11.341118055917617,0.029999999999999825
0.0012,0.0,0.0,0.0,0.7436585966217476,-11.996342935538415,11.95706981072232,30.0,0.0,0.0,0.0,0.0,12.740001532160163,-23.953412746260735,11.213411214100573,0.03599999999999983
0.0014,0.0,0.0,0.0,0.8687273691980889,-11.999369023479497,11.9541147597273,30.0,0.0,0.0,0.0,0.0,12.868096392677586,-23.9534837832068,11.085387390529212,0.04199999999999985
0.0016,0.0,0.0,0.0,0.9943064235876932,-12.002285488626569,11.951306591791505,30.0,0.0,0.0,0.0,0.0,12.996591912214262,-23.953592080418076,10.957000168203813,0.04799999999999987
0.0018,0.0,0.0,0.0,1.120462094754546,-12.005080838922353,11.948667627883971,30.0,0.0,0.0,0.0,0.0,13.125542933676899,-23.953748466806324,10.828205533129426,0.05399999999999989
0.002,0.0,0.0,0.0,1.2472581405694343,-12.007744715202268,11.946220199709794,30.0,0.0,0.0,0.0,0.0,13.255002855771702,-23.953964914912063,10.69896205914036,0.05999999999999991
0.0022,0.0,0.0,0.0,1.374755449301117,-12.010267903516224,11.943986528091177,30.0,0.0,0.0,0.0,0.0,13.385023352817342,-23.954254431607403,10.56923107879006,0.066
0.0024,0.0,0.0,0.0,1.5030117573203512,-12.012642340854109,11.941988596993705,30.0,0.0,0.0,0.0,0.0,13.51565409817446,-23.954630937847813,10.438976839673353,0.07200000000000015
