time_s,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,torque_Nm,cmd_a,cmd_b,cmd_c,vab_V,vbc_V,vca_V,mechanical_angle_rad,hall_a,hall_b,hall_c,hall_code,hall_decoded_sector,hall_transition_class,hall_legal_event,hall_direction,hall_enable,hall_fault
0.0446,-4.452076606337112,3.445337779082113,1.0067388272549986,17.51632456011047,27.58867405507111,-27.250566914329134,68.1277935771636,-0.15215407749822174,0.0,1.0,-1.0,0.0,48.0,-48.0,2.8149077467740473,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0448,-4.006315593049285,2.9526778048185216,1.0536377882307635,16.738374344708014,27.551712939921,-27.24866541508162,68.10957154064513,-0.2116898123290406,0.0,1.0,-1.0,0.0,48.0,-48.0,2.8285315824879835,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.045,-3.5371574679679725,2.457134754586063,1.0800227133819096,15.948849834234226,27.505807079824695,-27.24496464281324,68.08556010359614,-0.2680935484651458,0.0,1.0,-1.0,0.0,48.0,-48.0,2.8421511896323404,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0452,-3.044915670940542,1.9589631111383576,1.0859525598021842,15.151099491920178,27.453076262729592,-27.23946929871005,68.05602584876401,-0.3223083882432906,0.0,1.0,-1.0,0.0,48.0,-48.0,2.8557654385579845,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0454,-2.530000572022124,1.45839404669153,1.0716065253305944,14.348368852787214,27.395438551211644,-27.23211541018997,68.02113833160683,-0.3753267015791458,0.0,1.0,-1.0,0.0,48.0,-48.0,2.869373243311681,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0456,-1.9929144223130353,0.9556445675996799,1.0372698547133554,13.543758902209115,27.334591513590766,-27.222770843923698,67.98096665272934,-0.42816040360065827,0.0,1.0,-1.0,0.0,48.0,-48.0,2.8829735418383216,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0458,-1.434245003198891,0.4509261848738989,0.983318818324992,12.740188082867657,27.27199922684538,-27.211238197928836,67.93547890837782,-0.48181326824108717,0.0,1.0,-1.0,0.0,48.0,-48.0,2.8965652757888387,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.046,-0.8546581075644492,-0.05554710504785023,0.9102052126122994,11.9403582728868,27.20888483819596,-27.197259940339208,67.88454427221151,-0.5372561154673176,0.0,1.0,-1.0,0.0,48.0,-48.0,2.910147370486126,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0462,-0.25488900020974525,-0.5635517154113086,0.8184407156210538,11.146725045347587,27.146228374349295,-27.180525591868836,67.82793738592767,-0.5954055444191864,0.0,1.0,-1.0,0.0,48.0,-48.0,2.923718715544134,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0464,0.0,-0.890705814017674,0.890705814017674,10.361223587473228,27.084109291688215,-27.160018528127125,67.76369266838057,-0.7130006958427171,0.0,1.0,-1.0,-13.60082179430732,48.0,-34.39917820569268,2.9372780818264177,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
