time_s,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,torque_Nm,cmd_a,cmd_b,cmd_c,vab_V,vbc_V,vca_V,mechanical_angle_rad,hall_a,hall_b,hall_c,hall_code,hall_decoded_sector,hall_transition_class,hall_legal_event,hall_direction,hall_enable,hall_fault
0.0,0.0,0.0,0.0,0.0,-11.976664369760206,11.976664369760206,30.0,0.0,0.0,-1.0,1.0,24.0,-48.0,24.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0002,0.0,-0.8349381885919228,0.8349381885919228,0.12368949691612208,-11.993421941628172,11.986647283715204,30.033490652333857,0.6666516321092781,0.0,-1.0,1.0,24.127076825872606,-48.0,23.872923174127397,0.006002237952007756,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0004,0.0,-1.6455229012799408,1.6455229012799408,0.24854728519179228,-12.03642001672005,12.022849036026761,30.13268208775961,1.3138584245188305,0.0,-1.0,1.0,24.255332775538434,-48.0,23.744667224461566,0.012017776522791044,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0006,0.0,-2.43061588972284,2.43061588972284,0.3757132796306245,-12.104874380022938,12.08446698246758,30.295583812868998,1.9407118159784187,0.0,-1.0,1.0,24.385916978408304,-48.0,23.61408302159169,0.01805955833390447,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0008,0.0,-3.189165907094269,3.189165907094269,0.5063018690019638,-12.197964485037945,12.170666858162448,30.520117970511834,2.5463731286154068,0.0,-1.0,1.0,24.519950682439713,-48.0,23.480049317560287,0.02414011905536983,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.001,0.0,-3.920208621619777,3.920208621619777,0.6414074029421726,-12.31483573273734,12.28058634729658,30.804126336094956,3.130073699819447,0.0,-1.0,1.0,24.658532095662554,-48.0,23.341467904337442,0.030271570632338003,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0012,0.0,-4.622866327392047,4.622866327392047,0.7821091547171557,-12.454601801538296,12.413338708697244,31.14537731895807,3.6911148527451,0.0,-1.0,1.0,24.80274070113768,-48.0,23.19725929886232,0.03646558591178724,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0014,0.0,-5.296347454429453,5.296347454429453,0.9294757632948155,-12.616347017845348,12.568016455650922,31.541572952916272,4.228867709717234,0.0,-1.0,1.0,24.95364104439203,-48.0,23.04635895560797,0.04273338466867509,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0016,0.0,-5.939945880299289,5.939945880299289,1.0845691505494515,-12.799128760693048,12.743695084749135,31.990355860402623,4.742772851106233,0.0,-1.0,1.0,25.112285988521407,-48.0,22.8877140114786,0.04908572102781612,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0018,0.0,-6.553040045981128,6.553040045981128,1.2484479000602724,-13.001979897693252,12.939436844018008,32.48931617480897,5.232339820366155,0.0,-1.0,1.0,25.27971942689789,-48.0,22.72028057310211,0.055532872274664725,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.002,0.0,-7.135091879045183,7.135091879045183,1.4221700728500468,-13.22391125278821,13.15429452497349,33.03599840559244,5.697146473915233,0.0,-1.0,1.0,25.456978436757403,-48.0,22.543021563242604,0.062084629045100745,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0022,0.0,-7.6856455277177025,7.6856455277177025,1.6067954225866188,-13.463914109145735,13.387315256454917,33.62790823047755,6.136838172420582,0.0,-1.0,1.0,25.645094848932025,-48.0,22.35490515106797,0.06875028688121068,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0024,0.0,-8.204325910057852,8.204325910057852,1.8033869583910402,-13.720962752801972,13.637544270037619,34.26251919863304,6.551126807889178,0.0,-1.0,1.0,25.845096199773216,-48.0,22.154903800226787,0.07553863913687979,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0026,0.0,-8.690837083340806,8.690837083340806,2.013011787744671,-13.994017064237187,13.90402859745466,34.93727932803534,6.939789658858961,0.0,-1.0,1.0,26.058006021135935,-48.0,21.941993978864062,0.08245797121372564,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
