scenario,command_duty,deadtime_us,effective_high_duty,all_off_fraction,final_speed_rad_s,mean_torque_Nm,peak_phase_current_A,result
duty_025,0.25,2.0,0.22627094916203352,7.999680012799488e-05,20.851139606786173,-0.36597356614136467,7.182713971057366,PASS
duty_050,0.5,2.0,0.48022079116835326,7.999680012799488e-05,35.30952652868531,0.2123809489597647,8.839310282686556,PASS
duty_075,0.75,2.0,0.7261709531618735,0.00011999520019199232,60.441412593128405,1.2175922523564695,13.105657882243204,PASS
zero_deadtime,0.5,0.0,0.5063397464101436,0.0,37.121621227306285,0.28486488568821605,9.016638599131369,PASS
large_deadtime,0.5,15.0,0.35366585336586537,0.0005999760009599616,24.00718955677309,-0.23967636798043848,7.653181842972172,PASS
