time_s,mechanical_angle_rad,speed_rad_s,hall_a,hall_b,hall_c,hall_valid,hall_code
0.0473,1.5531853071803212,-100.0,0.0,0.0,1.0,1.0,1
0.0474,1.5431853071803254,-100.0,0.0,0.0,1.0,1.0,1
0.0475,1.5331853071803292,-100.0,0.0,0.0,1.0,1.0,1
0.0476,1.523185307180333,-100.0,0.0,0.0,1.0,1.0,1
0.0477,1.5131853071803372,-100.0,0.0,0.0,1.0,1.0,1
0.0478,1.503185307180341,-100.0,0.0,0.0,1.0,1.0,1
0.0479,1.4931853071803451,-100.0,0.0,0.0,1.0,1.0,1
0.048,1.483185307180349,-100.0,0.0,0.0,1.0,1.0,1
0.0481,1.4731853071803531,-100.0,0.0,0.0,1.0,1.0,1
0.0482,1.4631853071803569,-100.0,0.0,0.0,1.0,1.0,1
0.0483,1.4531853071803607,-100.0,0.0,0.0,1.0,1.0,1
0.0484,1.4431853071803649,-100.0,0.0,0.0,1.0,1.0,1
0.0485,1.4331853071803686,-100.0,0.0,0.0,1.0,1.0,1
0.0486,1.4231853071803728,-100.0,0.0,0.0,1.0,1.0,1
0.0487,1.4131853071803766,-100.0,0.0,0.0,1.0,1.0,1
0.0488,1.4031853071803804,-100.0,0.0,0.0,1.0,1.0,1
0.0489,1.3931853071803846,-100.0,0.0,0.0,1.0,1.0,1
0.049,1.3831853071803883,-100.0,0.0,0.0,1.0,1.0,1
0.0491,1.3731853071803926,-100.0,0.0,0.0,1.0,1.0,1
0.0492,1.3631853071803963,-100.0,0.0,0.0,1.0,1.0,1
0.0493,1.3531853071804005,-100.0,0.0,0.0,1.0,1.0,1
0.0494,1.3431853071804043,-100.0,0.0,0.0,1.0,1.0,1
0.0495,1.333185307180408,-100.0,0.0,0.0,1.0,1.0,1
0.0496,1.3231853071804123,-100.0,0.0,0.0,1.0,1.0,1
0.0497,1.313185307180416,-100.0,0.0,0.0,1.0,1.0,1
0.0498,1.3031853071804202,-100.0,0.0,0.0,1.0,1.0,1
0.0499,1.293185307180424,-100.0,0.0,0.0,1.0,1.0,1
0.05,1.2831853071804278,-100.0,0.0,0.0,1.0,1.0,1
0.0501,1.273185307180432,-100.0,0.0,0.0,1.0,1.0,1
0.0502,1.2631853071804358,-100.0,0.0,0.0,1.0,1.0,1
0.0503,1.25318530718044,-100.0,0.0,0.0,1.0,1.0,1
0.0504,1.2431853071804437,-100.0,0.0,0.0,1.0,1.0,1
0.0505,1.2331853071804475,-100.0,0.0,0.0,1.0,1.0,1
0.0506,1.2231853071804517,-100.0,0.0,0.0,1.0,1.0,1
0.0507,1.2131853071804555,-100.0,0.0,0.0,1.0,1.0,1
0.0508,1.2031853071804597,-100.0,0.0,0.0,1.0,1.0,1
0.0509,1.1931853071804635,-100.0,0.0,0.0,1.0,1.0,1
0.051,1.1831853071804677,-100.0,0.0,0.0,1.0,1.0,1
0.0511,1.1731853071804714,-100.0,0.0,0.0,1.0,1.0,1
0.0512,1.1631853071804752,-100.0,0.0,0.0,1.0,1.0,1
0.0513,1.1531853071804794,-100.0,0.0,0.0,1.0,1.0,1
0.0514,1.1431853071804832,-100.0,0.0,0.0,1.0,1.0,1
0.0515,1.1331853071804874,-100.0,0.0,0.0,1.0,1.0,1
0.0516,1.1231853071804911,-100.0,0.0,0.0,1.0,1.0,1
0.0517,1.113185307180495,-100.0,0.0,0.0,1.0,1.0,1
0.0518,1.1031853071804991,-100.0,0.0,0.0,1.0,1.0,1
0.0519,1.0931853071805029,-100.0,0.0,0.0,1.0,1.0,1
0.052,1.083185307180507,-100.0,0.0,0.0,1.0,1.0,1
0.0521,1.0731853071805109,-100.0,0.0,0.0,1.0,1.0,1
0.0522,1.0631853071805146,-100.0,0.0,0.0,1.0,1.0,1
0.0523,1.0531853071805188,-100.0,0.0,0.0,1.0,1.0,1
0.0524,1.0431853071805226,-100.0,1.0,0.0,1.0,1.0,5
0.0525,1.0331853071805268,-100.0,1.0,0.0,1.0,1.0,5
0.0526,1.0231853071805306,-100.0,1.0,0.0,1.0,1.0,5
0.0527,1.0131853071805348,-100.0,1.0,0.0,1.0,1.0,5
0.0528,1.0031853071805386,-100.0,1.0,0.0,1.0,1.0,5
0.0529,0.9931853071805417,-100.0,1.0,0.0,1.0,1.0,5
0.053,0.9831853071805448,-100.0,1.0,0.0,1.0,1.0,5
0.0531,0.9731853071805472,-100.0,1.0,0.0,1.0,1.0,5
0.0532,0.9631853071805503,-100.0,1.0,0.0,1.0,1.0,5
0.0533,0.9531853071805527,-100.0,1.0,0.0,1.0,1.0,5
0.0534,0.9431853071805552,-100.0,1.0,0.0,1.0,1.0,5
0.0535,0.9331853071805583,-100.0,1.0,0.0,1.0,1.0,5
0.0536,0.9231853071805607,-100.0,1.0,0.0,1.0,1.0,5
0.0537,0.9131853071805638,-100.0,1.0,0.0,1.0,1.0,5
0.0538,0.9031853071805662,-100.0,1.0,0.0,1.0,1.0,5
0.0539,0.8931853071805687,-100.0,1.0,0.0,1.0,1.0,5
0.054,0.8831853071805718,-100.0,1.0,0.0,1.0,1.0,5
0.0541,0.8731853071805742,-100.0,1.0,0.0,1.0,1.0,5
0.0542,0.8631853071805773,-100.0,1.0,0.0,1.0,1.0,5
0.0543,0.8531853071805797,-100.0,1.0,0.0,1.0,1.0,5
0.0544,0.8431853071805828,-100.0,1.0,0.0,1.0,1.0,5
0.0545,0.8331853071805853,-100.0,1.0,0.0,1.0,1.0,5
0.0546,0.8231853071805877,-100.0,1.0,0.0,1.0,1.0,5
0.0547,0.8131853071805908,-100.0,1.0,0.0,1.0,1.0,5
0.0548,0.8031853071805932,-100.0,1.0,0.0,1.0,1.0,5
0.0549,0.7931853071805963,-100.0,1.0,0.0,1.0,1.0,5
0.055,0.7831853071805988,-100.0,1.0,0.0,1.0,1.0,5
0.0551,0.7731853071806012,-100.0,1.0,0.0,1.0,1.0,5
0.0552,0.7631853071806043,-100.0,1.0,0.0,1.0,1.0,5
0.0553,0.7531853071806067,-100.0,1.0,0.0,1.0,1.0,5
0.0554,0.7431853071806098,-100.0,1.0,0.0,1.0,1.0,5
0.0555,0.7331853071806123,-100.0,1.0,0.0,1.0,1.0,5
0.0556,0.7231853071806154,-100.0,1.0,0.0,1.0,1.0,5
0.0557,0.7131853071806178,-100.0,1.0,0.0,1.0,1.0,5
0.0558,0.7031853071806202,-100.0,1.0,0.0,1.0,1.0,5
0.0559,0.6931853071806233,-100.0,1.0,0.0,1.0,1.0,5
0.056,0.6831853071806258,-100.0,1.0,0.0,1.0,1.0,5
0.0561,0.6731853071806289,-100.0,1.0,0.0,1.0,1.0,5
0.0562,0.6631853071806313,-100.0,1.0,0.0,1.0,1.0,5
0.0563,0.6531853071806337,-100.0,1.0,0.0,1.0,1.0,5
0.0564,0.6431853071806368,-100.0,1.0,0.0,1.0,1.0,5
0.0565,0.6331853071806393,-100.0,1.0,0.0,1.0,1.0,5
0.0566,0.6231853071806424,-100.0,1.0,0.0,1.0,1.0,5
0.0567,0.6131853071806448,-100.0,1.0,0.0,1.0,1.0,5
0.0568,0.6031853071806472,-100.0,1.0,0.0,1.0,1.0,5
0.0569,0.5931853071806503,-100.0,1.0,0.0,1.0,1.0,5
0.057,0.5831853071806528,-100.0,1.0,0.0,1.0,1.0,5
0.0571,0.5731853071806559,-100.0,1.0,0.0,1.0,1.0,5
0.0572,0.5631853071806583,-100.0,1.0,0.0,1.0,1.0,5
0.0573,0.5531853071806614,-100.0,1.0,0.0,1.0,1.0,5
0.0574,0.5431853071806638,-100.0,1.0,0.0,1.0,1.0,5
0.0575,0.5331853071806663,-100.0,1.0,0.0,1.0,1.0,5
0.0576,0.5231853071806694,-100.0,1.0,0.0,1.0,1.0,5
0.0577,0.5131853071806718,-100.0,1.0,0.0,1.0,1.0,5
0.0578,0.5031853071806749,-100.0,1.0,0.0,1.0,1.0,5
0.0579,0.49318530718067727,-100.0,1.0,0.0,1.0,1.0,5
0.058,0.4831853071806797,-100.0,1.0,0.0,1.0,1.0,5
0.0581,0.47318530718068286,-100.0,1.0,0.0,1.0,1.0,5
0.0582,0.4631853071806853,-100.0,1.0,0.0,1.0,1.0,5
0.0583,0.45318530718068845,-100.0,1.0,0.0,1.0,1.0,5
0.0584,0.4431853071806909,-100.0,1.0,0.0,1.0,1.0,5
0.0585,0.4331853071806933,-100.0,1.0,0.0,1.0,1.0,5
0.0586,0.42318530718069647,-100.0,1.0,0.0,1.0,1.0,5
0.0587,0.4131853071806989,-100.0,1.0,0.0,1.0,1.0,5
0.0588,0.40318530718070206,-100.0,1.0,0.0,1.0,1.0,5
0.0589,0.3931853071807045,-100.0,1.0,0.0,1.0,1.0,5
0.059,0.38318530718070765,-100.0,1.0,0.0,1.0,1.0,5
0.0591,0.3731853071807101,-100.0,1.0,0.0,1.0,1.0,5
0.0592,0.3631853071807125,-100.0,1.0,0.0,1.0,1.0,5
0.0593,0.35318530718071567,-100.0,1.0,0.0,1.0,1.0,5
0.0594,0.3431853071807181,-100.0,1.0,0.0,1.0,1.0,5
0.0595,0.33318530718072126,-100.0,1.0,0.0,1.0,1.0,5
0.0596,0.3231853071807237,-100.0,1.0,0.0,1.0,1.0,5
0.0597,0.3131853071807261,-100.0,1.0,0.0,1.0,1.0,5
0.0598,0.3031853071807293,-100.0,1.0,0.0,1.0,1.0,5
0.0599,0.2931853071807317,-100.0,1.0,0.0,1.0,1.0,5
0.06,0.28318530718073487,-100.0,1.0,0.0,1.0,1.0,5
0.0601,0.2731853071807373,-100.0,1.0,0.0,1.0,1.0,5
0.0602,0.26318530718074046,-100.0,1.0,0.0,1.0,1.0,5
0.0603,0.2531853071807429,-100.0,1.0,0.0,1.0,1.0,5
0.0604,0.24318530718074538,-100.0,1.0,0.0,1.0,1.0,5
0.0605,0.23318530718074854,-100.0,1.0,0.0,1.0,1.0,5
0.0606,0.223185307180751,-100.0,1.0,0.0,1.0,1.0,5
0.0607,0.21318530718075415,-100.0,1.0,0.0,1.0,1.0,5
0.0608,0.2031853071807566,-100.0,1.0,0.0,1.0,1.0,5
0.0609,0.19318530718075907,-100.0,1.0,0.0,1.0,1.0,5
0.061,0.18318530718076223,-100.0,1.0,0.0,1.0,1.0,5
0.0611,0.1731853071807647,-100.0,1.0,0.0,1.0,1.0,5
0.0612,0.16318530718076785,-100.0,1.0,0.0,1.0,1.0,5
0.0613,0.1531853071807703,-100.0,1.0,0.0,1.0,1.0,5
0.0614,0.14318530718077277,-100.0,1.0,0.0,1.0,1.0,5
0.0615,0.13318530718077592,-100.0,1.0,0.0,1.0,1.0,5
0.0616,0.12318530718077839,-100.0,1.0,0.0,1.0,1.0,5
0.0617,0.11318530718078154,-100.0,1.0,0.0,1.0,1.0,5
0.0618,0.103185307180784,-100.0,1.0,0.0,1.0,1.0,5
0.0619,0.09318530718078716,-100.0,1.0,0.0,1.0,1.0,5
0.062,0.08318530718078962,-100.0,1.0,0.0,1.0,1.0,5
0.0621,0.07318530718079208,-100.0,1.0,0.0,1.0,1.0,5
0.0622,0.06318530718079524,-100.0,1.0,0.0,1.0,1.0,5
0.0623,0.0531853071807977,-100.0,1.0,0.0,1.0,1.0,5
0.0624,0.04318530718080085,-100.0,1.0,0.0,1.0,1.0,5
0.0625,0.03318530718080331,-100.0,1.0,0.0,1.0,1.0,5
0.0626,0.023185307180799135,-100.0,1.0,0.0,1.0,1.0,5
0.0627,0.013185307180794963,-100.0,1.0,0.0,1.0,1.0,5
0.0628,0.003185307180792179,-100.0,1.0,0.0,1.0,1.0,5
0.0629,-0.006814692819211986,-100.0,1.0,0.0,0.0,1.0,4
0.063,-0.016814692819216152,-100.0,1.0,0.0,0.0,1.0,4
0.0631,-0.02681469281922032,-100.0,1.0,0.0,0.0,1.0,4
0.0632,-0.036814692819224504,-100.0,1.0,0.0,0.0,1.0,4
0.0633,-0.04681469281922728,-100.0,1.0,0.0,0.0,1.0,4
0.0634,-0.05681469281923147,-100.0,1.0,0.0,0.0,1.0,4
0.0635,-0.06681469281923563,-100.0,1.0,0.0,0.0,1.0,4
0.0636,-0.07681469281923979,-100.0,1.0,0.0,0.0,1.0,4
0.0637,-0.08681469281924395,-100.0,1.0,0.0,0.0,1.0,4
0.0638,-0.09681469281924673,-100.0,1.0,0.0,0.0,1.0,4
0.0639,-0.10681469281925089,-100.0,1.0,0.0,0.0,1.0,4
0.064,-0.11681469281925505,-100.0,1.0,0.0,0.0,1.0,4
0.0641,-0.12681469281925925,-100.0,1.0,0.0,0.0,1.0,4
0.0642,-0.13681469281926203,-100.0,1.0,0.0,0.0,1.0,4
0.0643,-0.14681469281926623,-100.0,1.0,0.0,0.0,1.0,4
0.0644,-0.15681469281927043,-100.0,1.0,0.0,0.0,1.0,4
0.0645,-0.16681469281927463,-100.0,1.0,0.0,0.0,1.0,4
0.0646,-0.17681469281927883,-100.0,1.0,0.0,0.0,1.0,4
0.0647,-0.18681469281928162,-100.0,1.0,0.0,0.0,1.0,4
0.0648,-0.19681469281928582,-100.0,1.0,0.0,0.0,1.0,4
0.0649,-0.20681469281929002,-100.0,1.0,0.0,0.0,1.0,4
0.065,-0.21681469281929422,-100.0,1.0,0.0,0.0,1.0,4
0.0651,-0.22681469281929842,-100.0,1.0,0.0,0.0,1.0,4
0.0652,-0.2368146928193012,-100.0,1.0,0.0,0.0,1.0,4
0.0653,-0.2468146928193054,-100.0,1.0,0.0,0.0,1.0,4
0.0654,-0.25681469281930963,-100.0,1.0,0.0,0.0,1.0,4
0.0655,-0.26681469281931386,-100.0,1.0,0.0,0.0,1.0,4
0.0656,-0.2768146928193181,-100.0,1.0,0.0,0.0,1.0,4
0.0657,-0.2868146928193209,-100.0,1.0,0.0,0.0,1.0,4
0.0658,-0.29681469281932515,-100.0,1.0,0.0,0.0,1.0,4
0.0659,-0.3068146928193294,-100.0,1.0,0.0,0.0,1.0,4
0.066,-0.3168146928193336,-100.0,1.0,0.0,0.0,1.0,4
0.0661,-0.32681469281933784,-100.0,1.0,0.0,0.0,1.0,4
0.0662,-0.3368146928193407,-100.0,1.0,0.0,0.0,1.0,4
0.0663,-0.3468146928193449,-100.0,1.0,0.0,0.0,1.0,4
0.0664,-0.35681469281934913,-100.0,1.0,0.0,0.0,1.0,4
0.0665,-0.36681469281935336,-100.0,1.0,0.0,0.0,1.0,4
0.0666,-0.3768146928193576,-100.0,1.0,0.0,0.0,1.0,4
0.0667,-0.38681469281936043,-100.0,1.0,0.0,0.0,1.0,4
0.0668,-0.39681469281936466,-100.0,1.0,0.0,0.0,1.0,4
0.0669,-0.4068146928193689,-100.0,1.0,0.0,0.0,1.0,4
0.067,-0.4168146928193731,-100.0,1.0,0.0,0.0,1.0,4
0.0671,-0.42681469281937734,-100.0,1.0,0.0,0.0,1.0,4
0.0672,-0.4368146928193802,-100.0,1.0,0.0,0.0,1.0,4
0.0673,-0.4468146928193844,-100.0,1.0,0.0,0.0,1.0,4
0.0674,-0.45681469281938863,-100.0,1.0,0.0,0.0,1.0,4
0.0675,-0.46681469281939286,-100.0,1.0,0.0,0.0,1.0,4
0.0676,-0.4768146928193957,-100.0,1.0,0.0,0.0,1.0,4
0.0677,-0.48681469281939993,-100.0,1.0,0.0,0.0,1.0,4
0.0678,-0.49681469281940416,-100.0,1.0,0.0,0.0,1.0,4
0.0679,-0.5068146928194082,-100.0,1.0,0.0,0.0,1.0,4
0.068,-0.5168146928194123,-100.0,1.0,0.0,0.0,1.0,4
0.0681,-0.526814692819415,-100.0,1.0,0.0,0.0,1.0,4
0.0682,-0.5368146928194191,-100.0,1.0,0.0,0.0,1.0,4
0.0683,-0.5468146928194232,-100.0,1.0,0.0,0.0,1.0,4
0.0684,-0.5568146928194273,-100.0,1.0,0.0,0.0,1.0,4
0.0685,-0.5668146928194314,-100.0,1.0,0.0,0.0,1.0,4
0.0686,-0.5768146928194341,-100.0,1.0,0.0,0.0,1.0,4
0.0687,-0.5868146928194382,-100.0,1.0,0.0,0.0,1.0,4
0.0688,-0.5968146928194423,-100.0,1.0,0.0,0.0,1.0,4
0.0689,-0.6068146928194464,-100.0,1.0,0.0,0.0,1.0,4
0.069,-0.6168146928194506,-100.0,1.0,0.0,0.0,1.0,4
0.0691,-0.6268146928194532,-100.0,1.0,0.0,0.0,1.0,4
0.0692,-0.6368146928194574,-100.0,1.0,0.0,0.0,1.0,4
0.0693,-0.6468146928194615,-100.0,1.0,0.0,0.0,1.0,4
0.0694,-0.6568146928194656,-100.0,1.0,0.0,0.0,1.0,4
0.0695,-0.6668146928194697,-100.0,1.0,0.0,0.0,1.0,4
0.0696,-0.6768146928194724,-100.0,1.0,0.0,0.0,1.0,4
0.0697,-0.6868146928194765,-100.0,1.0,0.0,0.0,1.0,4
0.0698,-0.6968146928194806,-100.0,1.0,0.0,0.0,1.0,4
0.0699,-0.7068146928194847,-100.0,1.0,0.0,0.0,1.0,4
0.07,-0.7168146928194888,-100.0,1.0,0.0,0.0,1.0,4
