t,scenarioIndex,scenarioName,ah,bh,ch,al,bl,cl,aState,bState,cState,shootThrough
0.0202,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02025,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0203,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02035,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0204,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02045,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0205,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02055,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0206,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02065,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0207,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02075,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0208,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02085,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0209,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02095,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.021,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02105,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0211,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02115,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0212,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02125,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0213,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02135,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0214,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02145,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0215,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02155,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0216,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02165,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0217,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02175,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0218,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02185,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0219,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02195,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.022,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02205,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0221,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02215,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0222,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02225,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0223,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02235,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0224,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02245,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0225,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02255,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0226,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02265,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0227,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02275,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0228,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02285,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0229,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02295,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.023,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02305,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0231,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02315,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0232,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02325,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0233,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02335,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0234,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02345,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0235,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02355,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0236,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02365,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0237,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02375,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0238,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02385,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.0239,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
0.02395,6,fault_BH_BL,0,1,0,0,1,0,0,2,0,1
