time_s,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,speed_rpm,electromagnetic_torque_Nm,phase_cmd_a,phase_cmd_b,phase_cmd_c
0.197,4.655764592824752,0.0,-4.655764592824752,40.72928866529164,-24.840913451750243,-41.17326822796579,101.80190290160533,972.136563777099,3.745696431765125,1.0,0.0,-1.0
0.1975,4.8609393707925355,0.0,-4.8609393707925355,40.56650751296518,-20.321637896952087,-40.74210725668011,101.30600797626099,967.4011160597347,3.9014097447309135,1.0,0.0,-1.0
0.198,5.090054623831875,0.0,-5.090054623831875,40.401431336974895,-15.868226813570823,-40.31216977296733,100.80807166642917,962.6461745564545,4.075433958257122,1.0,0.0,-1.0
0.1985,5.341627018862635,0.0,-5.341627018862635,40.218236225271,-11.643380215281468,-39.960766159262086,100.30867751899926,957.8773117295765,4.269683701109036,1.0,0.0,-1.0
0.199,5.612810894173988,0.0,-5.612810894173988,40.00253198687705,-7.72472304804137,-39.711057241035725,99.80882388846555,953.1040611622643,4.482742953990915,1.0,0.0,-1.0
0.1995,5.901166408963919,0.0,-5.901166408963919,39.74879866791707,-4.099745053854692,-39.546265623585334,99.30938949795014,948.3348140422273,4.711874397368106,1.0,0.0,-1.0
0.2,5.636030432161145,0.0,-5.636030432161145,39.46589906993744,-0.6819352180627463,-39.42861823296694,98.81029454351436,943.5688082979867,4.500056421287319,-1.0,0.0,1.0
0.2005,5.072119504197418,0.0,-5.072119504197418,39.177916149762616,2.6568258793719357,-39.31723524659613,98.30963180125411,938.787831282827,4.04982483493872,-1.0,0.0,1.0
0.201,4.484476327575753,0.0,-4.484476327575753,38.92046014897825,6.046342343948279,-39.18240341566836,97.80705571323946,933.9885831615879,3.5810345196203013,-1.0,0.0,1.0
0.2015,4.072205657466345,0.0,-4.072205657466345,38.729327730425986,9.580511723476667,-39.01084531368764,97.30263350502943,929.1717058910705,3.253498503370815,1.0,0.0,-1.0
0.202,4.43540970777955,0.0,-4.43540970777955,38.62712341249768,13.290614551398534,-38.80567086742159,96.7991586530458,924.3638752061311,3.54802843566703,1.0,0.0,-1.0
0.2025,4.809051640677525,0.0,-4.809051640677525,38.60795800846303,17.134263635815685,-38.579528345843265,96.29865296101174,919.5843979101601,3.854660438939237,1.0,0.0,-1.0
0.203,5.191050468163959,0.0,-5.191050468163959,38.627841753118844,21.00163618842468,-38.34745230982052,95.80188361871681,914.8406001259953,4.17092672073948,1.0,0.0,-1.0
0.20350000000000001,5.581388523646525,0.0,-5.581388523646525,38.603262779807565,24.73654650227576,-38.12128798032321,95.30895675659247,910.1334953246032,4.493066986224344,1.0,0.0,-1.0
0.20400000000000001,5.9838425478443575,0.0,-5.9838425478443575,38.418568673506975,28.16631965706286,-37.90643651509983,94.8188048900613,905.452889779154,4.816732440801928,1.0,0.0,-1.0
0.20450000000000002,5.295015206764243,0.0,-5.295015206764243,37.94096846969226,31.132756770852584,-37.700809195361536,94.32647267733795,900.7514634612565,4.24615011708549,-1.0,0.0,1.0
0.20500000000000002,4.5126633047567015,0.0,-4.5126633047567015,37.0428664265361,33.51927830839738,-37.49764923883486,93.82434087363217,895.9564579426511,3.5851704006512746,-1.0,0.0,1.0
0.20550000000000002,4.203301551518085,0.0,-4.203301551518085,35.62659770506055,35.26963502038642,-37.290230800140264,93.30589555875198,891.0056698674902,3.284802279130369,1.0,0.0,-1.0
0.20600000000000002,0.0,5.903383791321726,-5.903383791321726,33.65055513204865,36.40043400245548,-37.081718740842696,92.78395303603052,886.0214859174317,4.675305753439499,0.0,-1.0,1.0
0.20650000000000002,0.0,5.037865305855885,-5.037865305855885,31.134347777062782,36.991890486284824,-36.88280690555094,92.2823770461914,881.2317880302853,4.032956095015235,0.0,-1.0,1.0
0.20700000000000002,0.0,4.182730958431828,-4.182730958431828,28.14078337629837,37.14868226840643,-36.690001148505615,91.78401664655848,876.4727967677154,3.364936056863506,0.0,-1.0,1.0
0.20750000000000002,0.0,4.403515485574773,-4.403515485574773,24.786954831490238,37.00024547071146,-36.505535375394025,91.28613094922615,871.7183385782037,3.545816224976451,0.0,1.0,-1.0
0.20800000000000002,0.0,4.930406927383974,-4.930406927383974,21.221127803806343,36.67602563379297,-36.330844755547695,90.79040428044678,866.9844975926807,3.964665455198894,0.0,1.0,-1.0
0.2085,0.0,5.477040750745168,-5.477040750745168,17.596836175421974,36.285143219416604,-36.161961682627314,90.2957058944282,862.2604759842143,4.394403276341066,0.0,1.0,-1.0
0.209,0.0,5.925496821818568,-5.925496821818568,14.050086195806866,35.90696941214486,-35.99102344196022,89.8019783456021,857.5457251880351,4.744119628551568,0.0,-1.0,1.0
0.2095,0.0,4.941173259589278,-4.941173259589278,10.678892714188217,35.585205493389815,-35.80587929136262,89.3046028152596,852.7961387344175,3.9500284194894135,0.0,-1.0,1.0
0.21,0.0,4.039518714286361,-4.039518714286361,7.532856619879484,35.333099082784756,-35.59571334528213,88.80007438354478,847.9782471041485,3.2265543376434023,0.0,1.0,-1.0
0.2105,0.0,4.661526069236144,-4.661526069236144,4.611298116920701,35.144370770120645,-35.35823983851718,88.29435236758542,843.1489575839288,3.722205877145362,0.0,1.0,-1.0
0.211,0.0,5.29800776892344,-5.29800776892344,1.869003913616233,34.99889454666243,-35.09857453583412,87.79239232288825,838.3555922430378,4.230172181833984,0.0,1.0,-1.0
0.2115,0.0,5.948418772515328,-5.948418772515328,-0.7684951277804629,34.870910878091664,-34.828974326340855,87.29460776160371,833.6020998316419,4.749481282102423,0.0,1.0,-1.0
0.212,0.0,4.986551443749677,-4.986551443749677,-3.385012618566371,34.73627750532467,-34.567160744171915,86.79628919634136,828.843508057884,3.981566069928378,0.0,-1.0,1.0
0.2125,0.0,4.0788043964812735,-4.0788043964812735,-6.053588640441818,34.578089380596865,-34.333439544060035,86.29071655060206,824.0156449181965,3.2573219736947,0.0,1.0,-1.0
0.213,0.0,4.773387217468272,-4.773387217468272,-8.82143670427164,34.394337532849136,-34.150949887528505,85.78531163551932,819.1893834882951,3.8140934916723594,0.0,1.0,-1.0
0.2135,0.0,5.479386126435386,-5.479386126435386,-11.699660373982764,34.19005559401711,-34.032324084858324,85.28558497445653,814.417345390118,4.383117743013635,0.0,1.0,-1.0
0.214,0.0,5.680430581907606,-5.680430581907606,-14.659419875512295,33.97301311092855,-33.972217546524874,84.79189079207498,809.7029132200139,4.551828748197203,0.0,-1.0,1.0
0.2145,0.0,4.497058267656091,-4.497058267656091,-17.63444527166959,33.74868478472273,-33.94164897748157,84.29531603098953,804.9609735495281,3.611201540235185,0.0,-1.0,1.0
0.215,0.0,4.430327294005336,-4.430327294005336,-20.53370225700868,33.524192537442914,-33.89404993871691,83.79452382277181,800.1787602255429,3.5644916413360037,0.0,1.0,-1.0
0.2155,0.0,5.177224184373594,-5.177224184373594,-23.25780832589641,33.308114147427396,-33.76996811697166,83.29942331835659,795.4508986692446,4.169035701644756,0.0,1.0,-1.0
0.216,0.0,5.937537245830479,-5.937537245830479,-25.709353782232025,33.10164723439686,-33.495133471001964,82.80989798111585,790.7762760378091,4.775043509664542,0.0,1.0,-1.0
0.2165,0.0,4.839566209703307,-4.839566209703307,-27.805152982831807,32.899790933227294,-32.99006566418339,82.31680332348239,786.0675689073348,3.8737938145863264,0.0,-1.0,1.0
0.217,0.0,4.2866760243851445,-4.2866760243851445,-29.487441083239503,32.69507852311655,-32.183056207872596,81.80783188860408,781.2072497221274,3.399571144201189,0.0,1.0,-1.0
0.2175,0.0,5.140072922972295,-5.140072922972295,-30.738003461079586,32.48804214100874,-31.029135502299653,81.29008060112075,776.2630891204175,4.016270159086169,0.0,1.0,-1.0
0.218,-4.882023880793981,4.882023880793981,0.0,-31.571847792488175,32.27951009830704,-29.50860188765004,80.7681982075636,771.2794793615825,3.8594875329878766,-1.0,1.0,0.0
0.2185,-5.74204877721989,5.74204877721989,0.0,-32.04055320870448,32.07904733232701,-27.63747373888492,80.26467525453558,766.4711893455042,4.587047449141118,-1.0,1.0,0.0
0.219,-5.049578842780504,5.049578842780504,0.0,-32.20491324821346,31.885365133788525,-25.449255970756017,79.77181656000107,761.7647354966451,4.056932983370758,1.0,-1.0,0.0
0.2195,-4.199810930698001,4.199810930698001,0.0,-32.13287867304956,31.69374649274764,-23.000523508778713,79.2726382933058,756.9979341789293,3.3814915689959513,-1.0,1.0,0.0
0.22,-5.074910844644556,5.074910844644556,0.0,-31.904669109531984,31.509006739192845,-20.374235007236045,78.77609252423126,752.2562713617546,4.085233742261053,-1.0,1.0,0.0
0.2205,-5.964281886809463,5.964281886809463,0.0,-31.592082572950453,31.332250854971786,-17.659083089081093,78.28625789988035,747.5786952559739,4.793925168625149,-1.0,1.0,0.0
0.221,-4.629298629060612,4.629298629060612,0.0,-31.24857982396322,31.156739547917805,-14.937966879916008,77.79308914971541,742.8692805939419,3.7136057016369985,1.0,-1.0,0.0
0.2215,-4.523597771321997,4.523597771321997,0.0,-30.912427199312503,30.974578227828584,-12.283324673549528,77.28852727282013,738.0510695857254,3.622166571188603,-1.0,1.0,0.0
0.222,-5.466442767326897,5.466442767326897,0.0,-30.61481480601773,30.786561035105784,-9.75210447750367,76.78873532818052,733.2784080753111,4.371046162384859,-1.0,1.0,0.0
0.2225,-5.339571707983393,5.339571707983393,0.0,-30.36553710056567,30.587665601097623,-7.373788457560095,76.29438850407499,728.5577436358205,4.2658969163819265,1.0,-1.0,0.0
0.223,-4.108387305672955,4.108387305672955,0.0,-30.155748272341906,30.367975336368314,-5.152016167732769,75.78912659256076,723.7328477894076,3.28087825979104,-1.0,1.0,0.0
