t,targetRpm,actualRpm,feedbackRpm,duty,carrier,pwmOn,electricalStep,hallState,ahBase,bhBase,chBase,alBase,blBase,clBase,ahPwm,bhPwm,chPwm,alPwm,blPwm,clPwm
0.1226,1200,838.065719148121,833.333333333336,0.344055686610259,0.299999999999997,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1227,1200,838.206916813217,833.333333333336,0.344129019943592,0.350000000000001,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1228,1200,838.348238150817,833.333333333336,0.344202353276926,0.400000000000006,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1229,1200,838.48968285174,833.333333333336,0.344275686610259,0.450000000000003,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.123,1200,838.631250607578,833.333333333336,0.344349019943592,0.500000000000007,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1231,1200,838.772941110692,833.333333333336,0.344422353276926,0.549999999999997,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1232,1200,838.914754054215,833.333333333336,0.344495686610259,0.600000000000001,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1233,1200,839.056689132046,833.333333333336,0.344569019943592,0.650000000000006,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1234,1200,839.19874603885,833.333333333336,0.344642353276926,0.700000000000003,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1235,1200,839.340924470053,833.333333333336,0.344715686610259,0.750000000000007,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1236,1200,839.483224121844,833.333333333333,0.344789019943594,0.800000000000004,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1237,1200,839.625644691173,833.333333333333,0.344862353276927,0.850000000000001,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1238,1200,839.768185875745,833.333333333333,0.34493568661026,0.900000000000006,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1239,1200,839.910847374022,833.333333333333,0.345009019943594,0.950000000000003,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.124,1200,840.053628885221,833.333333333333,0.345082353276927,0,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1241,1200,840.196530109307,833.333333333333,0.34515568661026,0.0500000000000043,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1242,1200,840.339550747001,833.333333333333,0.345229019943594,0.100000000000001,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1243,1200,840.482690499767,833.333333333333,0.345302353276927,0.150000000000006,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1244,1200,840.625949069817,833.333333333333,0.34537568661026,0.200000000000003,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1245,1200,840.769326160109,833.333333333333,0.345449019943594,0.25,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1246,1200,840.912821474343,833.333333333333,0.345522353276927,0.300000000000004,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1247,1200,841.056434716957,833.333333333333,0.34559568661026,0.350000000000001,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1248,1200,841.200165593131,833.333333333333,0.345669019943594,0.400000000000006,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1249,1200,841.344013808782,833.333333333333,0.345742353276927,0.450000000000003,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.125,1200,841.48797907056,833.333333333333,0.34581568661026,0.5,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1251,1200,841.63206108585,833.333333333333,0.345889019943594,0.550000000000011,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1252,1200,841.776259562769,833.333333333333,0.345962353276927,0.600000000000001,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1253,1200,841.920574210162,833.333333333333,0.34603568661026,0.649999999999999,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1254,1200,842.065004737603,833.333333333333,0.346109019943594,0.700000000000003,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1255,1200,842.209550855392,833.333333333333,0.346182353276927,0.75,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1256,1200,842.354212274554,833.333333333333,0.34625568661026,0.800000000000011,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1257,1200,842.498988706834,833.333333333333,0.346329019943594,0.850000000000001,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1258,1200,842.643879864701,833.333333333333,0.346402353276927,0.899999999999999,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1259,1200,842.788885461339,833.333333333333,0.34647568661026,0.950000000000003,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.126,1200,842.934005210652,833.333333333333,0.346549019943594,0,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1261,1200,843.079238827259,833.333333333333,0.346622353276927,0.0500000000000114,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1262,1200,843.224586026491,833.333333333333,0.34669568661026,0.100000000000001,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1263,1200,843.370046524391,833.333333333333,0.346769019943594,0.149999999999999,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1264,1200,843.515620037714,833.333333333333,0.346842353276927,0.200000000000003,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1265,1200,843.661306283919,862.068965517241,0.338289249828651,0.25,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.1266,1200,843.751033142096,862.068965517241,0.338356836035548,0.300000000000011,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.1267,1200,843.840974993471,862.068965517241,0.338424422242444,0.350000000000001,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1268,1200,843.931131300564,862.068965517241,0.338492008449341,0.399999999999999,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1269,1200,844.021501527233,862.068965517241,0.338559594656237,0.450000000000003,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.127,1200,844.11208513868,862.068965517241,0.338627180863134,0.5,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1271,1200,844.202881601444,862.068965517241,0.33869476707003,0.550000000000011,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1272,1200,844.293890383396,862.068965517241,0.338762353276927,0.600000000000001,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1273,1200,844.385110953737,862.068965517241,0.338829939483823,0.649999999999999,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1274,1200,844.476542782998,862.068965517241,0.33889752569072,0.70000000000001,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1275,1200,844.56818534303,862.068965517241,0.338965111897617,0.75,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1276,1200,844.660038107007,862.068965517241,0.339032698104513,0.800000000000011,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1277,1200,844.752100549419,862.068965517241,0.33910028431141,0.850000000000001,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1278,1200,844.844372146069,862.068965517241,0.339167870518306,0.899999999999999,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1279,1200,844.936852374073,862.068965517241,0.339235456725203,0.95000000000001,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.128,1200,845.029540711852,862.068965517241,0.339303042932099,0,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.1281,1200,845.122436639131,862.068965517241,0.339370629138996,0.0500000000000114,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.1282,1200,845.215539636936,862.068965517241,0.339438215345892,0.100000000000009,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.1283,1200,845.308849187592,862.068965517241,0.339505801552789,0.150000000000006,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.1284,1200,845.402364774716,862.068965517241,0.339573387759685,0.200000000000003,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.1285,1200,845.496085883218,862.068965517241,0.339640973966582,0.25,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.1286,1200,845.590011999292,862.068965517241,0.339708560173479,0.300000000000011,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.1287,1200,845.684142610422,862.068965517241,0.339776146380375,0.350000000000009,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1288,1200,845.778477205368,862.068965517241,0.339843732587272,0.400000000000006,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1289,1200,845.873015274172,862.068965517241,0.339911318794168,0.450000000000003,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.129,1200,845.967756308149,862.068965517241,0.339978905001065,0.5,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1291,1200,846.062699799885,862.068965517241,0.340046491207961,0.549999999999997,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1292,1200,846.157845243237,862.068965517241,0.340114077414858,0.600000000000009,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1293,1200,846.253192133326,862.068965517241,0.340181663621754,0.650000000000006,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1294,1200,846.348739966534,862.068965517241,0.340249249828651,0.700000000000003,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.1295,1200,846.444488240504,833.333333333333,0.348943272817157,0.75,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1296,1200,846.596508293214,833.333333333333,0.34901660615049,0.799999999999997,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1297,1200,846.748624962459,833.333333333333,0.349089939483824,0.850000000000009,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1298,1200,846.900838006698,833.333333333333,0.349163272817157,0.900000000000006,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1299,1200,847.053147184993,833.333333333333,0.34923660615049,0.950000000000003,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.13,1200,847.205552257008,833.333333333333,0.349309939483824,0,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1301,1200,847.358052983011,833.333333333333,0.349383272817157,0.0499999999999972,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1302,1200,847.510649123865,833.333333333333,0.34945660615049,0.100000000000009,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1303,1200,847.663340441033,833.333333333333,0.349529939483824,0.150000000000006,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1304,1200,847.816126696576,833.333333333333,0.349603272817157,0.200000000000003,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1305,1200,847.969007653146,833.333333333333,0.34967660615049,0.25,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1306,1200,848.121983073991,833.333333333333,0.349749939483824,0.299999999999997,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1307,1200,848.275052722951,833.333333333333,0.349823272817157,0.350000000000009,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1308,1200,848.428216364455,833.333333333333,0.34989660615049,0.400000000000006,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1309,1200,848.581473763522,833.333333333333,0.349969939483824,0.450000000000003,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.131,1200,848.734824685758,833.333333333333,0.350043272817157,0.5,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1311,1200,848.888268897355,833.333333333333,0.35011660615049,0.549999999999997,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1312,1200,849.04180616509,833.333333333333,0.350189939483824,0.600000000000009,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1313,1200,849.195436256322,833.333333333333,0.350263272817157,0.650000000000006,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1314,1200,849.349158938993,833.333333333333,0.35033660615049,0.700000000000003,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1315,1200,849.502973981624,833.333333333333,0.350409939483824,0.75,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1316,1200,849.656881153315,833.333333333333,0.350483272817157,0.799999999999997,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1317,1200,849.810880223743,833.333333333333,0.35055660615049,0.850000000000009,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1318,1200,849.964970963162,833.333333333333,0.350629939483824,0.900000000000006,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1319,1200,850.119153142399,833.333333333333,0.350703272817157,0.950000000000003,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.132,1200,850.273426532854,833.333333333333,0.35077660615049,0,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1321,1200,850.4277909065,833.333333333333,0.350849939483824,0.0499999999999972,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1322,1200,850.582246035879,833.333333333333,0.350923272817157,0.100000000000009,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1323,1200,850.736791694101,833.333333333333,0.35099660615049,0.150000000000006,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1324,1200,850.891427654843,862.068965517237,0.342443502702216,0.200000000000003,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.1325,1200,850.990081853271,862.068965517237,0.342511088909112,0.25,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.1326,1200,851.088928726547,862.068965517237,0.342578675116009,0.299999999999997,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.1327,1200,851.187967792985,862.068965517237,0.342646261322905,0.350000000000009,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1328,1200,851.287198572101,862.068965517237,0.342713847529802,0.400000000000006,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1329,1200,851.386620584615,862.068965517237,0.342781433736698,0.450000000000003,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.133,1200,851.486233352442,862.068965517237,0.342849019943595,0.5,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1331,1200,851.586036398694,862.068965517237,0.342916606150491,0.549999999999997,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1332,1200,851.686029247675,862.068965517237,0.342984192357388,0.600000000000009,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1333,1200,851.786211424879,862.068965517237,0.343051778564284,0.650000000000006,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1334,1200,851.886582456985,862.068965517237,0.343119364771181,0.700000000000003,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1335,1200,851.987141871855,862.068965517237,0.343186950978078,0.75,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1336,1200,852.087889198533,862.068965517237,0.343254537184974,0.799999999999997,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1337,1200,852.188823967239,862.068965517237,0.343322123391871,0.850000000000009,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1338,1200,852.289945709368,862.068965517237,0.343389709598767,0.900000000000006,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1339,1200,852.391253957486,862.068965517237,0.343457295805664,0.950000000000003,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.134,1200,852.49274824533,862.068965517237,0.34352488201256,0,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.1341,1200,852.594428107798,862.068965517237,0.343592468219457,0.0499999999999972,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.1342,1200,852.696293080955,862.068965517237,0.343660054426353,0.100000000000009,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.1343,1200,852.798342702024,862.068965517237,0.34372764063325,0.150000000000006,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.1344,1200,852.900576509385,862.068965517237,0.343795226840147,0.200000000000003,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.1345,1200,853.002994042572,862.068965517237,0.343862813047043,0.25,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.1346,1200,853.105594842272,862.068965517237,0.34393039925394,0.299999999999997,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.1347,1200,853.208378450316,862.068965517237,0.343997985460836,0.350000000000009,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1348,1200,853.311344409686,862.068965517237,0.344065571667733,0.400000000000006,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1349,1200,853.414492264502,862.068965517237,0.344133157874629,0.450000000000017,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.135,1200,853.517821560026,862.068965517237,0.344200744081526,0.5,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1351,1200,853.621331842656,862.068965517237,0.344268330288422,0.549999999999997,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1352,1200,853.725022659924,862.068965517237,0.344335916495319,0.600000000000009,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1353,1200,853.828893560494,862.068965517237,0.344403502702215,0.650000000000006,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.1354,1200,853.932944094157,833.333333333333,0.35309752569072,0.700000000000017,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1355,1200,854.093245650911,833.333333333333,0.353170859024054,0.75,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1356,1200,854.25362312044,833.333333333333,0.353244192357387,0.799999999999997,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1357,1200,854.414076312962,833.333333333333,0.35331752569072,0.850000000000009,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1358,1200,854.574605039169,833.333333333333,0.353390859024054,0.900000000000006,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1359,1200,854.735209110228,833.333333333333,0.353464192357387,0.950000000000003,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.136,1200,854.895888337775,833.333333333333,0.35353752569072,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.1361,1200,855.05664253392,833.333333333333,0.353610859024054,0.0499999999999972,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.1362,1200,855.217471511242,833.333333333333,0.353684192357387,0.100000000000009,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.1363,1200,855.378375082787,833.333333333333,0.35375752569072,0.150000000000006,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.1364,1200,855.53935306207,833.333333333333,0.353830859024054,0.200000000000003,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.1365,1200,855.700405263071,833.333333333333,0.353904192357387,0.25,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.1366,1200,855.861531500236,833.333333333333,0.35397752569072,0.299999999999997,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.1367,1200,856.022731588475,833.333333333333,0.354050859024054,0.350000000000009,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.1368,1200,856.18400534316,833.333333333333,0.354124192357387,0.400000000000006,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1369,1200,856.345352580126,833.333333333333,0.35419752569072,0.450000000000003,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.137,1200,856.506773115665,833.333333333333,0.354270859024054,0.5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1371,1200,856.668266766532,833.333333333333,0.354344192357387,0.549999999999997,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1372,1200,856.829833349939,833.333333333333,0.35441752569072,0.600000000000009,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1373,1200,856.991472683554,833.333333333333,0.354490859024054,0.650000000000006,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1374,1200,857.153184585501,833.333333333333,0.354564192357387,0.700000000000003,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1375,1200,857.31496887436,833.333333333333,0.35463752569072,0.75,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1376,1200,857.476825369164,833.333333333333,0.354710859024054,0.799999999999997,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1377,1200,857.638753889398,833.333333333333,0.354784192357387,0.850000000000009,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1378,1200,857.800754254997,833.333333333333,0.35485752569072,0.900000000000006,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1379,1200,857.962826286349,833.333333333333,0.354930859024054,0.950000000000003,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.138,1200,858.12496980429,833.333333333333,0.355004192357387,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.1381,1200,858.287184630102,833.333333333333,0.35507752569072,0.0499999999999972,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.1382,1200,858.449470585517,833.333333333333,0.355150859024054,0.100000000000009,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.1383,1200,858.611827492709,862.068965517246,0.346597755575776,0.150000000000006,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1384,1200,858.71818333522,862.068965517246,0.346665341782673,0.200000000000003,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1385,1200,858.824712598469,862.068965517246,0.346732927989569,0.25,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1386,1200,858.931414848905,862.068965517246,0.346800514196466,0.299999999999997,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1387,1200,859.03828965406,862.068965517246,0.346868100403363,0.350000000000009,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1388,1200,859.145336582547,862.068965517246,0.346935686610259,0.400000000000006,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1389,1200,859.252555204057,862.068965517246,0.347003272817156,0.450000000000003,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.139,1200,859.359945089358,862.068965517246,0.347070859024052,0.5,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1391,1200,859.467505810291,862.068965517246,0.347138445230949,0.549999999999997,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1392,1200,859.575236939767,862.068965517246,0.347206031437845,0.600000000000009,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1393,1200,859.683138051763,862.068965517246,0.347273617644742,0.650000000000006,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1394,1200,859.791208721325,862.068965517246,0.347341203851638,0.700000000000003,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1395,1200,859.899448524557,862.068965517246,0.347408790058535,0.75,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1396,1200,860.007857038626,862.068965517246,0.347476376265431,0.799999999999997,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1397,1200,860.116433841755,862.068965517246,0.347543962472328,0.850000000000009,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1398,1200,860.225178513221,862.068965517246,0.347611548679225,0.900000000000006,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1399,1200,860.334090633353,862.068965517246,0.347679134886121,0.950000000000003,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.14,1200,860.443169783529,862.068965517246,0.347746721093018,0,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1401,1200,860.552415546175,862.068965517246,0.347814307299914,0.0499999999999972,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1402,1200,860.661827504759,862.068965517246,0.347881893506811,0.100000000000009,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1403,1200,860.771405243791,862.068965517246,0.347949479713707,0.150000000000006,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1404,1200,860.881148348821,862.068965517246,0.348017065920604,0.200000000000003,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1405,1200,860.991056406432,862.068965517246,0.3480846521275,0.25,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1406,1200,861.101129004245,862.068965517246,0.348152238334397,0.299999999999997,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.1407,1200,861.211365730908,862.068965517246,0.348219824541294,0.350000000000009,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1408,1200,861.321766176099,862.068965517246,0.34828741074819,0.400000000000006,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1409,1200,861.432329930522,862.068965517246,0.348354996955087,0.450000000000003,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.141,1200,861.543056585904,862.068965517246,0.348422583161983,0.5,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1411,1200,861.653945734992,862.068965517246,0.34849016936888,0.549999999999997,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.1412,1200,861.764996971552,862.068965517237,0.348557755575779,0.600000000000009,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1413,1200,861.876209890366,862.068965517237,0.348625341782675,0.650000000000006,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1414,1200,861.987584087227,862.068965517237,0.348692927989572,0.700000000000003,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1415,1200,862.099119158941,862.068965517237,0.348760514196468,0.750000000000014,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1416,1200,862.210814703321,862.068965517237,0.348828100403365,0.799999999999997,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1417,1200,862.322670319185,862.068965517237,0.348895686610262,0.850000000000009,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1418,1200,862.434685606353,862.068965517237,0.348963272817158,0.900000000000006,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1419,1200,862.546860165649,862.068965517237,0.349030859024055,0.950000000000003,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.142,1200,862.659193598891,862.068965517237,0.349098445230951,1.4210854715202e-14,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1421,1200,862.771685508895,862.068965517237,0.349166031437848,0.0499999999999972,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1422,1200,862.884335499469,862.068965517237,0.349233617644744,0.0999999999999943,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1423,1200,862.997143175411,862.068965517237,0.349301203851641,0.150000000000006,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1424,1200,863.110108142508,862.068965517237,0.349368790058537,0.200000000000003,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1425,1200,863.223230007533,862.068965517237,0.349436376265434,0.250000000000014,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1426,1200,863.336508378239,862.068965517237,0.349503962472331,0.299999999999997,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.1427,1200,863.449942863364,862.068965517237,0.349571548679227,0.349999999999994,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1428,1200,863.56353307262,862.068965517237,0.349639134886124,0.400000000000006,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1429,1200,863.677278616699,862.068965517237,0.34970672109302,0.450000000000003,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.143,1200,863.791179107261,862.068965517237,0.349774307299917,0.500000000000014,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.1431,1200,863.905234156943,862.068965517237,0.349841893506813,0.549999999999997,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
