t,targetRpm,actualRpm,feedbackRpm,duty,carrier,pwmOn,electricalStep,hallState,ahBase,bhBase,chBase,alBase,blBase,clBase,ahPwm,bhPwm,chPwm,alPwm,blPwm,clPwm
0.198,1200,919.778168969798,925.925925925933,0.364730428445688,0,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1981,1200,919.84947133227,925.925925925933,0.364785243260502,0.0499999999999972,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1982,1200,919.920951735133,925.925925925933,0.364840058075317,0.100000000000009,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1983,1200,919.992609733285,925.925925925933,0.364894872890132,0.150000000000006,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1984,1200,920.064444882737,925.925925925933,0.364949687704947,0.200000000000017,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1985,1200,920.136456740613,925.925925925933,0.365004502519762,0.25,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1986,1200,920.208644865139,925.925925925933,0.365059317334577,0.299999999999997,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1987,1200,920.281008815651,925.925925925933,0.365114132149391,0.350000000000009,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.1988,1200,920.353548152583,925.925925925933,0.365168946964206,0.400000000000006,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1989,1200,920.426262437469,925.925925925933,0.365223761779021,0.450000000000017,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.199,1200,920.499151232939,925.925925925933,0.365278576593836,0.5,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1991,1200,920.572214102717,925.925925925933,0.365333391408651,0.549999999999997,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1992,1200,920.645450611616,925.925925925933,0.365388206223465,0.600000000000009,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1993,1200,920.71886032554,925.925925925933,0.36544302103828,0.650000000000006,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1994,1200,920.792442811475,925.925925925933,0.365497835853095,0.700000000000017,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1995,1200,920.866197637491,925.925925925933,0.36555265066791,0.75,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1996,1200,920.940124372739,925.925925925933,0.365607465482725,0.799999999999997,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1997,1200,921.014222587444,925.925925925933,0.36566228029754,0.850000000000009,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1998,1200,921.08849185291,925.925925925933,0.365717095112354,0.900000000000006,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.1999,1200,921.162931741508,925.925925925933,0.365771909927169,0.950000000000017,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2,1200,921.237541826681,925.925925925923,0.365826724741987,0,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2001,1200,921.312321682937,925.925925925923,0.365881539556802,0.0499999999999972,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2002,1200,921.387270885849,925.925925925923,0.365936354371617,0.100000000000009,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2003,1200,921.46238901205,925.925925925923,0.365991169186431,0.150000000000006,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2004,1200,921.537675639231,925.925925925923,0.366045984001246,0.200000000000017,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2005,1200,921.613130346141,925.925925925923,0.366100798816061,0.25,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2006,1200,921.68875271258,925.925925925923,0.366155613630876,0.299999999999997,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2007,1200,921.7645423194,925.925925925923,0.366210428445691,0.350000000000009,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2008,1200,921.840498748498,925.925925925923,0.366265243260505,0.400000000000006,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2009,1200,921.91662158282,925.925925925923,0.36632005807532,0.450000000000017,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.201,1200,921.992910406353,925.925925925923,0.366374872890135,0.5,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2011,1200,922.069364804123,925.925925925923,0.36642968770495,0.549999999999997,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2012,1200,922.145984362195,925.925925925923,0.366484502519765,0.600000000000009,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2013,1200,922.222768667668,925.925925925923,0.36653931733458,0.650000000000006,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2014,1200,922.299717308673,925.925925925923,0.366594132149394,0.700000000000017,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2015,1200,922.376829874373,925.925925925923,0.366648946964209,0.75,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2016,1200,922.454105954954,925.925925925923,0.366703761779024,0.799999999999997,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2017,1200,922.53154514163,925.925925925923,0.366758576593839,0.850000000000009,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2018,1200,922.609147026636,925.925925925923,0.366813391408654,0.900000000000006,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2019,1200,922.686911203226,925.925925925923,0.366868206223468,0.950000000000003,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.202,1200,922.76483726567,925.925925925923,0.366923021038283,0,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2021,1200,922.842924809255,925.925925925923,0.366977835853098,0.0499999999999972,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2022,1200,922.921173430277,925.925925925923,0.367032650667913,0.100000000000009,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2023,1200,922.999582726043,925.925925925923,0.367087465482728,0.150000000000006,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2024,1200,923.078152294865,925.925925925923,0.367142280297543,0.200000000000003,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2025,1200,923.156881736062,925.925925925923,0.367197095112357,0.25,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2026,1200,923.235770649952,925.925925925923,0.367251909927172,0.299999999999997,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2027,1200,923.314818637854,925.925925925923,0.367306724741987,0.350000000000009,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.2028,1200,923.394025302082,925.925925925923,0.367361539556802,0.400000000000006,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2029,1200,923.473390245946,925.925925925923,0.367416354371617,0.450000000000003,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.203,1200,923.552913073747,925.925925925923,0.367471169186431,0.5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2031,1200,923.632593390774,925.925925925923,0.367525984001246,0.549999999999997,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2032,1200,923.712430803306,925.925925925923,0.367580798816061,0.600000000000009,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2033,1200,923.792424918602,925.925925925923,0.367635613630876,0.650000000000006,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2034,1200,923.872575344906,925.925925925923,0.367690428445691,0.700000000000003,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2035,1200,923.952881691441,925.925925925923,0.367745243260506,0.75,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2036,1200,924.033343568405,925.925925925923,0.36780005807532,0.799999999999997,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2037,1200,924.113960586974,925.925925925923,0.367854872890135,0.850000000000009,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2038,1200,924.194732359292,925.925925925923,0.36790968770495,0.900000000000006,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2039,1200,924.275658498476,925.925925925923,0.367964502519765,0.950000000000003,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.204,1200,924.356738618609,925.925925925923,0.36801931733458,1.4210854715202e-14,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.2041,1200,924.437972334737,925.925925925923,0.368074132149394,0.0499999999999972,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.2042,1200,924.519359262871,925.925925925923,0.368128946964209,0.100000000000009,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.2043,1200,924.600899019981,925.925925925923,0.368183761779024,0.150000000000006,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.2044,1200,924.682591223995,925.925925925923,0.368238576593839,0.200000000000003,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.2045,1200,924.764435493795,925.925925925923,0.368293391408654,0.250000000000014,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.2046,1200,924.846431449217,925.925925925923,0.368348206223469,0.299999999999997,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.2047,1200,924.928578711046,925.925925925923,0.368403021038283,0.350000000000009,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
0.2048,1200,925.010876901017,925.925925925923,0.368457835853098,0.400000000000006,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2049,1200,925.09332564181,925.925925925923,0.368512650667913,0.450000000000003,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.205,1200,925.175924557047,925.925925925923,0.368567465482728,0.500000000000014,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2051,1200,925.258673271292,925.925925925923,0.368622280297543,0.549999999999997,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2052,1200,925.341571410048,925.925925925923,0.368677095112357,0.600000000000009,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2053,1200,925.424618599753,925.925925925923,0.368731909927172,0.650000000000006,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.2054,1200,925.50781446778,925.925925925933,0.368786724741984,0.700000000000003,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2055,1200,925.591158642434,925.925925925933,0.368841539556799,0.750000000000014,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2056,1200,925.674650752947,925.925925925933,0.368896354371614,0.799999999999997,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2057,1200,925.75829042948,925.925925925933,0.368951169186429,0.850000000000009,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2058,1200,925.842077303118,925.925925925933,0.369005984001244,0.900000000000006,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2059,1200,925.926011005868,925.925925925933,0.369060798816058,0.950000000000003,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.206,1200,926.010091170658,925.925925925933,0.369115613630873,1.4210854715202e-14,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.2061,1200,926.094317431332,925.925925925933,0.369170428445688,0.0499999999999972,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.2062,1200,926.178689422651,925.925925925933,0.369225243260503,0.100000000000009,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.2063,1200,926.263206780288,925.925925925933,0.369280058075318,0.150000000000006,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.2064,1200,926.347869140826,925.925925925933,0.369334872890132,0.200000000000003,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.2065,1200,926.43267614176,925.925925925933,0.369389687704947,0.250000000000014,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.2066,1200,926.517627421488,925.925925925933,0.369444502519762,0.299999999999997,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.2067,1200,926.602722619313,925.925925925933,0.369499317334577,0.350000000000009,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.2068,1200,926.687961375439,925.925925925933,0.369554132149392,0.400000000000006,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2069,1200,926.773343330972,925.925925925933,0.369608946964207,0.450000000000003,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.207,1200,926.858868127911,925.925925925933,0.369663761779021,0.500000000000014,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2071,1200,926.944535409155,925.925925925933,0.369718576593836,0.549999999999997,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2072,1200,927.030344818492,925.925925925933,0.369773391408651,0.600000000000009,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2073,1200,927.116296000602,925.925925925933,0.369828206223466,0.650000000000006,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2074,1200,927.202388601053,925.925925925933,0.369883021038281,0.700000000000003,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2075,1200,927.2886222663,925.925925925933,0.369937835853095,0.750000000000014,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2076,1200,927.374996643679,925.925925925933,0.36999265066791,0.799999999999997,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2077,1200,927.461511381411,925.925925925933,0.370047465482725,0.850000000000009,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2078,1200,927.548166128595,925.925925925933,0.37010228029754,0.900000000000006,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.2079,1200,927.634960535208,925.925925925933,0.370157095112355,0.950000000000003,0,2,3,0,1,0,0,0,1,0,0,0,0,0,1
0.208,1200,927.7218942521,925.925925925933,0.37021190992717,1.4210854715202e-14,1,2,3,0,1,0,0,0,1,0,1,0,0,0,1
0.2081,1200,927.808966930996,925.925925925923,0.370266724741987,0.0499999999999972,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2082,1200,927.896178224492,925.925925925923,0.370321539556802,0.0999999999999943,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2083,1200,927.98352778605,925.925925925923,0.370376354371617,0.150000000000006,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2084,1200,928.07101527,925.925925925923,0.370431169186432,0.200000000000003,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2085,1200,928.158640331537,925.925925925923,0.370485984001246,0.250000000000014,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2086,1200,928.246402626716,925.925925925923,0.370540798816061,0.299999999999997,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2087,1200,928.334301812454,925.925925925923,0.370595613630876,0.349999999999994,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2088,1200,928.422337546523,925.925925925923,0.370650428445691,0.400000000000006,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.2089,1200,928.510509487554,925.925925925923,0.370705243260506,0.450000000000003,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.209,1200,928.598817295029,925.925925925923,0.370760058075321,0.500000000000014,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.2091,1200,928.687260629281,925.925925925923,0.370814872890135,0.549999999999997,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.2092,1200,928.775839151493,925.925925925923,0.37086968770495,0.599999999999994,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.2093,1200,928.864552523697,925.925925925923,0.370924502519765,0.650000000000006,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.2094,1200,928.953400408766,925.925925925923,0.37097931733458,0.700000000000003,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.2095,1200,929.042382470419,925.925925925923,0.371034132149395,0.750000000000014,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.2096,1200,929.131498373214,925.925925925923,0.371088946964209,0.800000000000011,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.2097,1200,929.220747782548,925.925925925923,0.371143761779024,0.849999999999994,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.2098,1200,929.310130364655,925.925925925923,0.371198576593839,0.900000000000006,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.2099,1200,929.399645786604,925.925925925923,0.371253391408654,0.950000000000003,0,3,2,0,1,0,1,0,0,0,0,0,1,0,0
0.21,1200,929.489293716293,925.925925925923,0.371308206223469,1.4210854715202e-14,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2101,1200,929.579073822455,925.925925925923,0.371363021038284,0.0500000000000114,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2102,1200,929.668985774648,925.925925925923,0.371417835853098,0.0999999999999943,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2103,1200,929.759029243256,925.925925925923,0.371472650667913,0.150000000000006,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2104,1200,929.84920389949,925.925925925923,0.371527465482728,0.200000000000003,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2105,1200,929.939509415379,925.925925925923,0.371582280297543,0.250000000000014,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2106,1200,930.029945463774,925.925925925923,0.371637095112358,0.300000000000011,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2107,1200,930.120511718345,925.925925925923,0.371691909927172,0.349999999999994,1,3,2,0,1,0,1,0,0,0,1,0,1,0,0
0.2108,1200,930.211207853576,925.925925925923,0.371746724741987,0.400000000000006,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2109,1200,930.302033544765,925.925925925923,0.371801539556802,0.450000000000003,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.211,1200,930.392988468022,925.925925925923,0.371856354371617,0.500000000000014,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2111,1200,930.484072300268,925.925925925923,0.371911169186432,0.550000000000011,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2112,1200,930.575284719229,925.925925925923,0.371965984001247,0.599999999999994,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2113,1200,930.666625403439,925.925925925923,0.372020798816061,0.650000000000006,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2114,1200,930.758094032235,925.925925925923,0.372075613630876,0.700000000000003,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2115,1200,930.849690285755,925.925925925923,0.372130428445691,0.750000000000014,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2116,1200,930.941413844938,925.925925925923,0.372185243260506,0.800000000000011,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2117,1200,931.033264391519,925.925925925923,0.372240058075321,0.849999999999994,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2118,1200,931.125241608029,925.925925925923,0.372294872890136,0.900000000000006,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2119,1200,931.217345177795,925.925925925923,0.37234968770495,0.950000000000003,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.212,1200,931.309574784933,925.925925925923,0.372404502519765,1.4210854715202e-14,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.2121,1200,931.401930114349,925.925925925923,0.37245931733458,0.0500000000000114,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.2122,1200,931.494410851738,925.925925925923,0.372514132149395,0.0999999999999943,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.2123,1200,931.58701668358,925.925925925923,0.37256894696421,0.150000000000006,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.2124,1200,931.679747297138,925.925925925923,0.372623761779024,0.200000000000003,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.2125,1200,931.772602380459,925.925925925923,0.372678576593839,0.250000000000014,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.2126,1200,931.865581622368,925.925925925923,0.372733391408654,0.300000000000011,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.2127,1200,931.958684712468,925.925925925923,0.372788206223469,0.349999999999994,1,4,6,0,0,1,1,0,0,0,0,1,1,0,0
0.2128,1200,932.051911341139,925.925925925923,0.372843021038284,0.400000000000006,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2129,1200,932.145261199535,925.925925925923,0.372897835853098,0.450000000000003,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.213,1200,932.238733979582,925.925925925923,0.372952650667913,0.500000000000014,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2131,1200,932.332329373974,925.925925925923,0.373007465482728,0.550000000000011,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2132,1200,932.426047076177,925.925925925923,0.373062280297543,0.599999999999994,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2133,1200,932.519886780421,925.925925925923,0.373117095112358,0.650000000000006,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2134,1200,932.6138481817,925.925925925923,0.373171909927173,0.700000000000003,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0
0.2135,1200,932.707930975772,925.925925925923,0.373226724741987,0.750000000000014,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2136,1200,932.802134859156,925.925925925923,0.373281539556802,0.800000000000011,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2137,1200,932.896459529127,925.925925925923,0.373336354371617,0.849999999999994,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2138,1200,932.99090468372,925.925925925923,0.373391169186432,0.900000000000006,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2139,1200,933.085470021722,925.925925925923,0.373445984001247,0.950000000000003,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.214,1200,933.180155242676,925.925925925923,0.373500798816061,1.4210854715202e-14,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.2141,1200,933.274960046874,925.925925925923,0.373555613630876,0.0500000000000114,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.2142,1200,933.369884135357,925.925925925923,0.373610428445691,0.0999999999999943,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.2143,1200,933.464927209916,925.925925925923,0.373665243260506,0.150000000000006,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.2144,1200,933.560088973084,925.925925925923,0.373720058075321,0.200000000000003,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.2145,1200,933.655369128141,925.925925925923,0.373774872890136,0.250000000000014,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.2146,1200,933.750767379107,925.925925925923,0.37382968770495,0.300000000000011,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.2147,1200,933.846283430741,925.925925925923,0.373884502519765,0.349999999999994,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.2148,1200,933.941916988543,925.925925925923,0.37393931733458,0.400000000000006,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2149,1200,934.037667758746,925.925925925923,0.373994132149395,0.450000000000003,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.215,1200,934.13353544832,925.925925925923,0.37404894696421,0.5,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2151,1200,934.229519764967,925.925925925923,0.374103761779024,0.550000000000011,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2152,1200,934.325620417118,925.925925925923,0.374158576593839,0.599999999999994,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2153,1200,934.421837113935,925.925925925923,0.374213391408654,0.650000000000006,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2154,1200,934.518169565307,925.925925925923,0.374268206223469,0.700000000000003,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2155,1200,934.614617481846,925.925925925923,0.374323021038284,0.75,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2156,1200,934.71118057489,925.925925925923,0.374377835853099,0.800000000000011,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2157,1200,934.807858556498,925.925925925923,0.374432650667913,0.849999999999994,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2158,1200,934.904651139448,925.925925925923,0.374487465482728,0.900000000000006,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.2159,1200,935.001558037237,925.925925925923,0.374542280297543,0.950000000000003,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0
0.216,1200,935.098578964078,925.925925925923,0.374597095112358,0,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.2161,1200,935.195713634899,925.925925925923,0.374651909927173,0.0500000000000114,1,5,4,0,0,1,0,1,0,0,0,1,0,1,0
0.2162,1200,935.292961765338,925.925925925933,0.374706724741985,0.100000000000009,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2163,1200,935.390323071748,925.925925925933,0.374761539556799,0.150000000000006,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2164,1200,935.487797271187,925.925925925933,0.374816354371614,0.200000000000003,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2165,1200,935.585384081425,925.925925925933,0.374871169186429,0.25,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2166,1200,935.683083220933,925.925925925933,0.374925984001244,0.300000000000011,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2167,1200,935.780894408889,925.925925925933,0.374980798816059,0.350000000000009,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2168,1200,935.878817365171,925.925925925933,0.375035613630874,0.400000000000006,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2169,1200,935.976851810359,925.925925925933,0.375090428445688,0.450000000000003,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.217,1200,936.07499746573,925.925925925933,0.375145243260503,0.5,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2171,1200,936.173254053259,925.925925925933,0.375200058075318,0.550000000000011,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2172,1200,936.271621295615,925.925925925933,0.375254872890133,0.600000000000009,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2173,1200,936.370098916162,925.925925925933,0.375309687704948,0.650000000000006,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2174,1200,936.468686638954,925.925925925933,0.375364502519762,0.700000000000003,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2175,1200,936.567384188735,925.925925925933,0.375419317334577,0.75,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2176,1200,936.666191290938,925.925925925933,0.375474132149392,0.800000000000011,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2177,1200,936.765107671681,925.925925925933,0.375528946964207,0.850000000000009,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2178,1200,936.86413305777,925.925925925933,0.375583761779022,0.900000000000006,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.2179,1200,936.963267176689,925.925925925933,0.375638576593837,0.950000000000003,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0
0.218,1200,937.062509756607,925.925925925933,0.375693391408651,0,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2181,1200,937.161860526372,925.925925925933,0.375748206223466,0.0500000000000114,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2182,1200,937.261319215508,925.925925925933,0.375803021038281,0.100000000000009,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2183,1200,937.360885554218,925.925925925933,0.375857835853096,0.150000000000006,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
0.2184,1200,937.460559273378,925.925925925933,0.375912650667911,0.200000000000003,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0
