time_s,speed_target_rad_s,load_torque_Nm,hall_invalid,effective_duty,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,torque_Nm,cmd_a,cmd_b,cmd_c,vab_V,vbc_V,vca_V,mechanical_angle_rad,hall_speed_feedback_rad_s
0.18484,60.0,0.0,0,0.4,-5.039790949253583,0.06573819543532788,4.974052753818255,-21.693487865948157,21.437049178396954,-16.626481364495483,53.628570008522544,0.5228347746576425,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.489308822017416,62.21818690015397
0.18485,60.0,0.0,0,0.4,-5.029019508776493,0.07573533585312965,4.953284172923363,-21.696019111272896,21.43817050940554,-16.606797930561246,53.631217361323394,0.5309434032190201,-1.0,0.0,0.0,0.0,0.0,0.0,-2.4887725231330675,62.21818690015397
0.18486,60.0,0.0,0,0.4,-4.975364274602604,0.0,4.975364274602604,-21.69845915691332,21.439226930568314,-16.587026915575812,53.63370065976976,0.4741652552921516,-1.0,0.0,0.0,-40.58196996681288,40.58196996681288,0.0,-2.4882361982775096,62.21818690015397
0.18487,60.0,0.0,0,0.4,-4.95955918869534,0.0,4.95955918869534,-21.70082949842936,21.440239592057416,-16.56718502890358,53.63607280857717,0.4746919799888869,-1.0,0.0,0.0,-40.574246855723885,40.574246855723885,0.0,-2.4876998494123623,62.21818690015397
0.18488,60.0,0.0,0,0.4,-4.943736591053216,0.0,4.943736591053216,-21.703176260875498,21.44125396612167,-16.547307605614225,53.638447556668176,0.4752049638041913,-1.0,0.0,0.0,-40.56649589936653,40.56649589936653,0.0,-2.4871634768126745,62.21818690015397
0.18489,60.0,0.0,0,0.4,-4.927896484545387,0.0,4.927896484545387,-21.70549952630288,21.442270028323218,-16.527394726413387,53.64082483526443,0.4757041771514221,-1.0,0.0,0.0,-40.55871715468135,40.55871715468135,0.0,-2.4866270804527946,62.21818690015397
0.1849,60.0,0.0,0,0.4,-4.912038872035304,0.0,4.912038872035304,-21.70779937679506,21.44328775413997,-16.507446472549,53.64320457543952,0.4761895903894935,-1.0,0.0,0.0,-40.550910678811995,40.550910678811995,0.0,-2.4860906603077626,62.21818690015397
0.18491,60.0,0.0,0,0.4,-4.903158788858504,0.013990066886829038,4.889168721971675,-21.710084453261672,21.444315572858514,-16.487469423403777,53.645607856561064,0.48723427766155925,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4855542162969124,62.21818690015397
0.18492,60.0,0.0,0,0.4,-4.896007451410417,0.03147264404101378,4.864534807369403,-21.71237248230543,21.44537088480154,-16.46747699865644,53.648078199746024,0.5008989294225765,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4850177479235662,62.21818690015397
0.18493,60.0,0.0,0,0.4,-4.888835793716714,0.04894961679748989,4.839886176919224,-21.714664065926417,21.446454172997008,-16.447469569397636,53.65061680511382,0.5145391363070004,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4844812545053756,62.21818690015397
0.18494,60.0,0.0,0,0.4,-4.881643784696727,0.06642094064567035,4.815222844051056,-21.71695927070891,21.44756539177515,-16.4274470999662,53.653223550222876,0.5281548114723498,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.483944735360332,62.21818690015397
0.18495,60.0,0.0,0,0.4,-4.870687521121166,0.07639882710548276,4.794288694015683,-21.719257782626755,21.448704119791984,-16.407409267618586,53.65589737289512,0.53609236535176,-1.0,0.0,0.0,0.0,0.0,0.0,-2.4834081898078573,62.21818690015397
0.18496,60.0,0.0,0,0.4,-4.816525370713781,0.0,4.816525370713781,-21.721465767170937,21.449777586971297,-16.38728523178501,53.65840619324521,0.47881064130242845,-1.0,0.0,0.0,-40.50415308644927,40.50415308644927,0.0,-2.4828716180226893,62.21818690015397
0.18497,60.0,0.0,0,0.4,-4.800545141328192,0.0,4.800545141328192,-21.723604050859276,21.45080626675147,-16.367090991315756,53.66080122228154,0.4791986358149154,-1.0,0.0,0.0,-40.49615378783899,40.49615378783899,0.0,-2.4823350219872293,62.21818690015397
0.18498,60.0,0.0,0,0.4,-4.784547427687995,0.0,4.784547427687995,-21.725719576075505,21.451836410945596,-16.34686204393627,53.66319815620411,0.4795725907797328,-1.0,0.0,0.0,-40.48812722095148,40.48812722095148,0.0,-2.481798401991895,62.21818690015397
0.18499,60.0,0.0,0,0.4,-4.76853223264555,0.0,4.76853223264555,-21.727812425105913,21.452867994250973,-16.326598475726325,53.665596924739916,0.4799324760917334,-1.0,0.0,0.0,-40.48007344466709,40.48007344466709,0.0,-2.481261758017991,62.21818690015397
0.185,60.0,0.0,0,0.4,-4.752499559056275,0.0,4.752499559056275,-21.729882680247986,21.453900991275862,-16.306300373295308,53.66799745746534,0.48027826159764,-1.0,0.0,0.0,-40.47199251804751,40.47199251804751,0.0,-2.48072509004752,62.21818690015397
0.18501,60.0,0.0,0,0.4,-4.743518657535668,0.014138497542576917,4.729380159993091,-21.73193905717996,21.45494389976654,-16.285974291335986,53.670421004988896,0.4912693968193649,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4801883980063355,62.21818690015397
0.18502,60.0,0.0,0,0.4,-4.736285257088948,0.031806962031483775,4.704478295057465,-21.733999435933065,21.45601426224389,-16.265633591712586,53.67291144334312,0.5049018363390285,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4796516814008966,62.21818690015397
0.18503,60.0,0.0,0,0.4,-4.729031755542945,0.04947020751743507,4.67956154802551,-21.736064422302967,21.457112565323534,-16.24527864676921,53.67546998219301,0.5185095802939674,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4791149395504672,62.21818690015397
0.18504,60.0,0.0,0,0.4,-4.72175811998314,0.0671281869212972,4.654629933061843,-21.738134081990456,21.45823876258401,-16.22490942395917,53.6780964978391,0.5320925400689183,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.478578171774662,62.21818690015397
0.18505,60.0,0.0,0,0.4,-4.710620497669008,0.07709321382292583,4.633527283846082,-21.740208080281864,21.45939241256027,-16.204525592724373,53.68078987843359,0.5398603847725623,-1.0,0.0,0.0,0.0,0.0,0.0,-2.47804137739456,62.21818690015397
0.18506,60.0,0.0,0,0.4,-4.655936250437696,0.0,4.655936250437696,-21.742192248958933,21.46048045770753,-16.184057013525077,53.683317333708935,0.4820552196248493,-1.0,0.0,0.0,-40.42360508894953,40.42360508894953,0.0,-2.477504556589286,62.21818690015397
0.18507,60.0,0.0,0,0.4,-4.639781144845875,0.0,4.639781144845875,-21.744106681603938,21.461522634923142,-16.163518939405694,53.68572823140943,0.4823014725962236,-1.0,0.0,0.0,-40.41533544542796,40.41533544542796,0.0,-2.476967711362486,62.21818690015397
0.18508,60.0,0.0,0,0.4,-4.6236085827118325,0.0,4.6236085827118325,-21.745999177809427,21.46256601952731,-16.14294704128729,53.68814032452968,0.4825333824418061,-1.0,0.0,0.0,-40.40703912907567,40.40703912907567,0.0,-2.4764308420206738,62.21818690015397
0.18509,60.0,0.0,0,0.4,-4.607418566961618,0.0,4.607418566961618,-21.74786981988376,21.463610585305403,-16.122341410493505,53.690553541277694,0.4827509186037333,-1.0,0.0,0.0,-40.398716200494036,40.398716200494036,0.0,-2.4758939485522506,62.21818690015397
0.1851,60.0,0.0,0,0.4,-4.591211100533789,0.0,4.591211100533789,-21.74971869012505,21.464656305949216,-16.101702138864233,53.69296780970858,0.4829540504829093,-1.0,0.0,0.0,-40.390366720443865,40.390366720443865,0.0,-2.475357030946343,62.21818690015397
0.18511,60.0,0.0,0,0.4,-4.582132187076464,0.014292003524373728,4.56784018355209,-21.75155457997968,21.465711749688186,-16.08103575512827,53.69540455674415,0.49389114937046097,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4748200891354575,62.21818690015397
0.18512,60.0,0.0,0,0.4,-4.574820154880129,0.03215267918807339,4.542667475692055,-21.753395525199757,21.466794605447856,-16.060355560837504,53.6979080237752,0.507491509344759,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4742831226292226,62.21818690015397
0.18513,60.0,0.0,0,0.4,-4.567488230094497,0.05000849864461137,4.517479731449886,-21.75524213524625,21.46790536348344,-16.0396619293656,53.70047943022519,0.521066901888751,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4737461307485176,62.21818690015397
0.18514,60.0,0.0,0,0.4,-4.560136378036626,0.06785941222158783,4.492276965815038,-21.757094474730614,21.46904397654434,-16.018954831126557,53.703118651031176,0.5346172367022084,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4732091128145703,62.21818690015397
0.18515,60.0,0.0,0,0.4,-4.548820796763006,0.07781783601967548,4.471002960743331,-21.758952187658952,21.470209982558828,-15.998233927733583,53.7058245235557,0.5422165753435582,-1.0,0.0,0.0,0.0,0.0,0.0,-2.472672068150109,62.21818690015397
0.18516,60.0,0.0,0,0.4,-4.493599607409172,0.0,4.493599607409172,-21.760720793064227,21.471310047580015,-15.977429808709038,53.70836357575175,0.48386866340058177,-1.0,0.0,0.0,-40.34038534846665,40.34038534846665,0.0,-2.4721349969385473,62.21818690015397
0.18517,60.0,0.0,0,0.4,-4.477269899089241,0.0,4.477269899089241,-21.762419586434937,21.4723631106511,-15.956556947069856,53.71078317880153,0.48397011726567984,-1.0,0.0,0.0,-40.33185137740349,40.33185137740349,0.0,-2.4715979012051963,62.21818690015397
0.18518,60.0,0.0,0,0.4,-4.46092276308014,0.0,4.46092276308014,-21.764097264696296,21.47341711475885,-15.935651196186233,53.71320325250618,0.4840569201984497,-1.0,0.0,0.0,-40.32329134520012,40.32329134520012,0.0,-2.4710607812734002,62.21818690015397
0.18519,60.0,0.0,0,0.4,-4.444558202472869,0.0,4.444558202472869,-21.76575390996416,21.47447203273167,-15.914712652481885,53.71562372353372,0.48412904125986467,-1.0,0.0,0.0,-40.31470531395469,40.31470531395469,0.0,-2.4705236371388213,62.21818690015397
0.1852,60.0,0.0,0,0.4,-4.428176220379719,0.0,4.428176220379719,-21.767389604322663,21.475527837299968,-15.8937414128811,53.71804451839737,0.48418644947714196,-1.0,0.0,0.0,-40.30609334590185,40.30609334590185,0.0,-2.4699864687978503,62.21818690015397
0.18521,60.0,0.0,0,0.4,-4.41900205477752,0.01445047191817452,4.404551582859345,-21.769013215925355,21.47659316912002,-15.872743978753082,53.72048724519841,0.495068879416775,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4694492761897973,62.21818690015397
0.18522,60.0,0.0,0,0.4,-4.4116147621735635,0.032509541280807824,4.379105220892756,-21.770642938414657,21.477685867561522,-15.85173358860587,53.72299652069974,0.5086371188519574,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.468912058827503,62.21818690015397
0.18523,60.0,0.0,0,0.4,-4.404207775669446,0.050564094447313246,4.353643681222133,-21.772279384782767,21.478806426568497,-15.830710616601609,53.725573574287615,0.5221800987059018,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.468374816033456,62.21818690015397
0.18524,60.0,0.0,0,0.4,-4.396781058882525,0.06861407913352209,4.328166979749003,-21.77392261834569,21.479954797986146,-15.809675035952027,53.72821827943434,0.5356977270928212,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.467837547130512,62.21818690015397
0.18525,60.0,0.0,0,0.4,-4.385290860977658,0.07857201442852842,4.30671884654913,-21.775572261247014,21.481130498659475,-15.788626500441449,53.73092942161466,0.5431296039143354,-1.0,0.0,0.0,0.0,0.0,0.0,-2.4673002514430458,62.21818690015397
0.18526,60.0,0.0,0,0.4,-4.3295182382571085,0.0,4.3295182382571085,-21.777133541915344,21.482239930859066,-15.767496357078562,53.73347287951621,0.4842202151236277,-1.0,0.0,0.0,-40.25455488035602,40.25455488035602,0.0,-2.466762929158661,62.21818690015397
0.18527,60.0,0.0,0,0.4,-4.313014215978207,0.0,4.313014215978207,-21.778624891341092,21.483301172951148,-15.74629826580194,53.73589387071476,0.48417377319470534,-1.0,0.0,0.0,-40.24576275152267,40.24576275152267,0.0,-2.466225582324717,62.21818690015397
0.18528,60.0,0.0,0,0.4,-4.296492796912954,0.0,4.296492796912954,-21.780095944136455,21.484363079960602,-15.72506827037467,53.738314592311106,0.4841123690386151,-1.0,0.0,0.0,-40.236945187216165,40.236945187216165,0.0,-2.4656882112821448,62.21818690015397
0.18529,60.0,0.0,0,0.4,-4.279953984408004,0.0,4.279953984408004,-21.781546782009485,21.485425623716147,-15.703806472161801,53.740734969416025,0.4840359714122533,-1.0,0.0,0.0,-40.22810225080179,40.22810225080179,0.0,-2.465150816034018,62.21818690015397
0.1853,60.0,0.0,0,0.4,-4.263397781840498,0.0,4.263397781840498,-21.782977486614914,21.486488775944323,-15.682512973012267,53.74315492698399,0.4839445490467744,-1.0,0.0,0.0,-40.21923400575791,40.21923400575791,0.0,-2.4646133965841566,62.21818690015397
0.18531,60.0,0.0,0,0.4,-4.254131084911028,0.014613786923350858,4.2395172979876765,-21.784397003692206,21.487561251591497,-15.661194245421774,53.74559625895413,0.4947715355570541,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4640759528788077,62.21818690015397
0.18532,60.0,0.0,0,0.4,-4.246671850639764,0.03287728763758552,4.213794563002178,-21.785823686820617,21.488661044343093,-15.639863461898317,53.74810396704347,0.5083074461348827,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.4635384844340766,62.21818690015397
0.18533,60.0,0.0,0,0.4,-4.239193112180418,0.051136589253412225,4.188056522927006,-21.78725815238623,21.489788651878747,-15.618520997136086,53.75067929079712,0.5218177857075039,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.463000990574082,62.21818690015397
0.18534,60.0,0.0,0,0.4,-4.23169483152199,0.06939163686388702,4.162303194658103,-21.78870046220424,21.490944025067297,-15.597166826971119,53.75332210212659,0.5353024609149584,-1.0,1.0,0.0,-48.0,48.0,0.0,-2.462463470623303,62.21818690015397
0.18535,60.0,0.0,0,0.4,-4.220033309251978,0.07935505302005652,4.140678256231921,-21.790150215984294,21.49212665920338,-15.575800597373073,53.756031133542905,0.5425677659537369,-1.0,0.0,0.0,0.0,0.0,0.0,-2.4619259239077893,62.21818690015397
