scenario,role,final_frequency_Hz,synchronous_speed_rad_s,final_speed_rad_s,tail_mean_speed_rad_s,speed_ratio,phase_slip_cycles,negative_torque_fraction,tail_mean_torque_Nm,classification,result,expected_classification
sync_follow,sync_positive,10.0,62.83185307179586,60.08476751984855,60.04496921869648,0.9556453658956245,0.09618636315094665,0.5891583452211127,-0.01531462583742376,SYNC_FOLLOW_CONFIRMED,PASS,SYNC_FOLLOW_CONFIRMED
gentle_ramp,mild_desync,25.0,157.07963267948966,9.360980312368794,13.900004262931645,0.08849017549775955,3.8542502276699464,0.5292439372325249,3.5079705032760047,DESYNC_CONFIRMED,PASS,DESYNC_CONFIRMED
overfast_ramp,overfast_desync,80.0,502.6548245743669,-11.639294983253198,0.07709288153811023,0.000153371414674852,22.92126229636743,0.5078459343794579,-0.026248594064109013,DESYNC_CONFIRMED,PASS,DESYNC_CONFIRMED
load_step,load_desync,25.0,157.07963267948966,45.951582692426214,13.92981709362559,0.08867996987265966,4.13981489423321,0.42082738944365194,6.55080521922201,DESYNC_CONFIRMED,PASS,DESYNC_CONFIRMED
