time_s,command_step,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,torque_Nm,cmd_a,cmd_b,cmd_c,vab_V,vbc_V,vca_V
0.0278,3,-4.515363323835352,11.334325898376763,-6.818962574541411,0.02318461087097896,0.6147203688690108,-0.6159741216041874,-1.5413647632301362,-7.177443523782383,-1.0,1.0,0.0,-48.0,0.0,48.0
0.0279,3,-5.573814618950471,11.716374823409112,-6.142560204458641,0.02875690836170311,0.7565011122565994,-0.7580558584416522,-1.8968840186057734,-7.042902215994081,-1.0,1.0,0.0,-48.0,0.0,48.0
0.028,4,-6.618037516322049,12.088390368715572,-5.470352852393523,0.03436418697702337,0.8955701265411199,-0.8974275383395396,-2.245612820967368,-6.9058312113879605,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0281,4,-7.088674792063509,11.331582726594897,-4.242907934531388,0.03976848281101386,1.025268909362401,-1.0274177574233054,-2.570856327319642,-6.105067953462138,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0282,4,-7.553049898418781,10.580844643046706,-3.027794744627925,0.044717748474990576,1.1390665341946644,-1.1414819519780879,-2.8562383363385897,-5.311427801072457,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0283,4,-8.011236838376265,9.836642271443305,-1.8254054330670397,0.049204942338892124,1.2371087478935636,-1.239765490329052,-3.102123450955266,-4.525248153699193,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0284,4,-8.463308360644357,9.099430106746597,-0.636121746102241,0.053216419807973384,1.3195481732341108,-1.3224202710576107,-3.308893065406998,-3.7468632110435887,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0285,4,-8.909335832863697,8.369650838535636,0.539684994328061,0.05673310885985294,1.3865442100584342,-1.3896046877901573,-3.4769451973424608,-2.9766036578803785,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0286,4,-9.34938914431373,7.647735222368742,1.7016539219449867,0.059731654010562504,1.4382629310929844,-1.4414835868670428,-3.6066943043334216,-2.2147963554769783,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0287,4,-9.783536636931691,6.934101969056691,2.8494346678750007,0.062185526732295354,1.4748769726826758,-1.478228217915386,-3.6985710851222153,-1.4617640396075218,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0288,4,-10.211845063430623,6.229157651399282,3.9826874120313414,0.06406610040524027,1.4965654206783292,-1.5000161773604368,-3.753022265934792,-0.7178250251584095,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0289,4,-10.634379571273136,5.533296627916698,5.101082943356437,0.06534368795031767,1.503513691701526,-1.5070313449212018,-3.77051037218833,0.016707082700944564,-1.0,0.0,1.0,0.0,-48.0,48.0
