time_s,command_step,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,torque_Nm,cmd_a,cmd_b,cmd_c,vab_V,vbc_V,vca_V
0.0392,1,32.385916031468994,20.2362519856457,-52.622168017114696,20.94084458517762,-22.318323623677664,21.467320761827143,55.84387866681812,-16.172009680357434,1.0,0.0,-1.0,48.0,0.0,-48.0
0.0393,1,32.569040758428685,20.40958002249568,-52.97862078092436,20.756637321541472,-21.9954289703919,21.056414446458906,55.03594775544482,-16.142785451426263,1.0,0.0,-1.0,48.0,0.0,-48.0
0.0394,1,32.75305713949711,20.566045106005582,-53.31910224550269,20.563139334720603,-21.67326436046449,20.64587853915972,54.22984247439815,-16.099020830163816,1.0,0.0,-1.0,48.0,0.0,-48.0
0.0395,1,32.93815768253068,20.705800574880364,-53.64395825741104,20.361161227624716,-21.352117736214403,20.236287317104594,53.42628419904558,-16.04094534280813,1.0,0.0,-1.0,48.0,0.0,-48.0
0.0396,1,33.12451680011918,20.829020319784238,-53.95353711990342,20.151500247301296,-21.032272619376062,19.82819785986928,52.625982275357174,-15.968810427651654,1.0,0.0,-1.0,48.0,0.0,-48.0
0.0397,1,33.31229123818224,20.93589801284767,-54.24818925102991,19.934937819768592,-20.7140076078587,19.422148079424343,51.829632957006716,-15.882888107760516,1.0,0.0,-1.0,48.0,0.0,-48.0
0.0398,1,33.501620536834835,21.026646287793476,-54.52826682462831,19.712237385959707,-20.3975959065898,19.01865499681264,51.037918411497415,-15.78346956138904,1.0,0.0,-1.0,48.0,0.0,-48.0
0.0399,1,33.69262751863482,21.101495878513322,-54.79412339714814,19.484142529496403,-20.083304894796367,18.61821326552155,50.25150579981794,-15.670863614328145,1.0,0.0,-1.0,48.0,0.0,-48.0
0.04,2,33.88541879959435,21.160694723723815,-55.04611352331816,19.251375384622882,-19.771395731354655,18.22129393831323,49.4710464329504,-15.545395177145396,0.0,1.0,-1.0,-48.0,48.0,0.0
0.0401,2,32.4015429747875,22.882953291146624,-55.28449626593412,19.001652096541555,-19.448848738652444,17.81620828017555,48.66396080683675,-16.733622518436146,0.0,1.0,-1.0,-48.0,48.0,0.0
