scenario,step_period_ms,electrical_frequency_Hz,synchronous_speed_rad_s,final_speed_rad_s,mean_torque_Nm,positive_torque_fraction,result
slow_field,5.0,33.333333333333336,209.43951023931956,54.19105651312188,1.8322674962343752,0.4858569051580699,PASS
fast_field,1.0,166.66666666666666,1047.1975511965977,-1.341900845132318,-0.03838532211232813,0.5008319467554077,PASS
